3.814880922436714172e-02,5.142920900003186170e-03,5.789362825453281403e-03,4.518335685133934021e-03,2.945828950032591820e-03,1.051779650151729584e-02,1.523185893893241882e-02,2.482529962435364723e-03,5.655279383063316345e-03,2.199970372021198273e-02,4.178288578987121582e-01,4.388812184333801270e-01
2.097083585602896594e-01,4.150468749065445995e-02,4.736789695120283833e-02,5.291002343541809788e-02,1.979106440142329101e-02,2.481164341526372052e-01,6.557727280804621917e-02,2.079770505328529771e-03,2.236479724940311758e-03,5.772515657424394202e-03,2.823686243833175777e-02,2.767050152345161204e-02
1.673443317413330078e-01,1.116505743702873588e-01,1.509908866137266159e-02,8.164932020008563995e-03,7.265722379088401794e-04,1.429870817810297012e-02,1.431874581612646580e-03,6.365939043462276459e-04,3.880721284076571465e-03,1.336382236331701279e-03,2.799450652673840523e-03,2.727285958826541901e-03
6.094692274928092957e-02,5.137804735984120852e-02,4.334570765495300293e-01,8.076196163892745972e-02,1.205761544406414032e-02,9.836304001510143280e-03,1.988775562494993210e-03,1.381827401928603649e-03,9.915093891322612762e-03,2.458176808431744576e-03,1.369724608957767487e-02,1.385265961289405823e-02
1.726530306041240692e-02,6.114729696751704940e-02,1.006421148777008057e-01,3.549666404724121094e-01,1.438365783542394638e-02,8.145463466644287109e-02,3.679199144244194031e-04,1.729194773361086845e-04,2.788569254335016012e-04,1.733451354084536433e-04,1.118554151616990566e-03,1.144969603046774864e-03
7.821984589099884033e-03,1.432122948920420795e-02,4.409393295645713806e-02,5.144389271736145020e-01,1.654457896947860718e-01,1.566220968961715698e-01,5.835792515426874161e-03,1.462587533751502633e-04,1.305288169533014297e-03,5.285209626890718937e-04,1.782885869033634663e-03,1.729927607811987400e-03
7.801542524248361588e-03,5.205979309643486014e-02,7.808349560946226120e-03,2.321254648268222809e-02,4.056335985660552979e-02,5.432540774345397949e-01,1.137974206358194351e-02,8.497923263348639011e-04,2.388900466030463576e-04,4.976177660864777863e-05,2.123874874087050557e-04,2.110695786541327834e-04
4.427484236657619476e-03,4.523036050211105830e-02,1.427922863513231277e-02,8.391971886157989502e-02,1.582135446369647980e-02,1.384236365556716919e-01,3.906812667846679688e-01,2.121503837406635284e-02,7.955877110362052917e-03,3.904642770066857338e-03,1.337011111900210381e-03,1.422172412276268005e-03
6.549929268658161163e-03,9.752094665808337670e-02,2.542495541274547577e-02,5.713132023811340332e-02,7.906270213425159454e-03,4.329312220215797424e-02,1.197633594274520874e-01,2.135404013097286224e-02,9.145359508693218231e-03,6.588085554540157318e-03,9.881167672574520111e-03,1.031573954969644547e-02
7.850891910493373871e-03,4.586370462285620925e-02,1.111204829066991806e-02,3.675358369946479797e-02,6.299878004938364029e-03,1.403393447399139404e-01,6.683843582868576050e-02,1.653802394866943359e-01,1.905552446842193604e-01,3.530157357454299927e-02,9.170963428914546967e-03,9.351907297968864441e-03
2.721112919971346855e-03,2.145112731627055527e-02,1.284583378583192825e-02,4.319524765014648438e-02,4.906895570456981659e-03,1.437457799911499023e-01,5.208816006779670715e-02,1.526990085840225220e-01,3.632563352584838867e-01,6.326688081026077271e-02,5.520165897905826569e-03,5.596742499619722366e-03
2.778479596599936485e-03,2.144503736469362612e-02,1.262109633535146713e-02,4.443073272705078125e-02,5.010250490158796310e-03,1.500876098871231079e-01,5.404597148299217224e-02,1.449726074934005737e-01,3.623200654983520508e-01,6.311392039060592651e-02,5.222476087510585785e-03,5.281558260321617126e-03
