9.172486770125942712e-09,1.428569599744272389e-01,4.330528458718550744e-24,2.733654755634537317e-27,5.142972636304476985e-13,3.844708658107265364e-07,2.598400010780932412e-13,1.300225066502846971e-10,6.109285095590166748e-07,2.338157827352915774e-07,2.785416342021562741e-10,5.852299755915169044e-10
4.189717299626740006e-03,5.313655845704407660e-02,1.428689978197574817e-01,3.334567618299213998e-05,1.428543840136567433e-01,1.011640496179010167e-06,1.428515660472186033e-01,1.952257415633310011e-01,2.722199936728441284e-07,8.951875560537205309e-06,3.285897255235195696e-06,6.839629605072369064e-06
3.961014375785048782e-28,2.301563483473417229e-11,1.090295981617936047e-14,1.000000000000000000e+00,5.323958154388059468e-25,1.861025258905453413e-31,2.983315896998052617e-25,2.038810371992632299e-18,3.299908453044446055e-20,3.960368938882786288e-26,2.483261428214719995e-22,6.969642249377961657e-20
1.084654411674991494e-21,1.428571258272545996e-01,2.821343825232247582e-09,1.136804996804130496e-07,1.951972611324848117e-11,1.892568227844534043e-24,5.188524859444782068e-31,1.594636315355169032e-12,7.115420864070944908e-16,7.138028950982937984e-19,9.358286022550507200e-17,1.856302879456545128e-16
9.179500909395343911e-12,6.346988014413953049e-08,1.008690246858864129e-26,7.191971595926023012e-20,5.693382831850613002e-07,9.999989271163940430e-01,1.822458979246818073e-14,7.937948275485632095e-21,3.796891457925194446e-13,1.145300347615840764e-11,2.065194543154902362e-11,9.908813136325078652e-13
1.274869797132215793e-14,1.428571258336404637e-01,7.421482858372961295e-23,4.850093453074680889e-31,1.781208375239984321e-10,1.264323543637146940e-07,1.889099898733093141e-08,5.847472086287368890e-24,5.009255540017683584e-20,4.413471270305752148e-14,1.665023230401629917e-09,3.507908893918276760e-11
2.318572036862865597e-17,1.428098960687954888e-01,2.365221352107482744e-10,6.564058531341150984e-16,8.699625715488549944e-21,1.427984787809647143e-16,3.308028972242027521e-04,3.112318887853182670e-13,1.647576890054700019e-20,1.176003064607551580e-19,9.475237434941607972e-13,1.133982907575159516e-09
4.393627388993293081e-12,6.227901566702184272e-10,2.917472805940490958e-20,2.755186249774835977e-14,1.072019738062278404e-13,9.146308913746850584e-18,1.035500917811002689e-22,3.832777224488381762e-07,9.999996423721313477e-01,5.369825070711264914e-11,2.260560682599329491e-14,4.281593391437368075e-17
9.505359173378469251e-12,1.968059514250592419e-11,1.649080064635816402e-19,4.251865512838947324e-18,8.974741089184945508e-12,3.711028608976291165e-13,2.935025029239240682e-22,1.730458052406902425e-07,1.476294073654571548e-06,9.999983310699462891e-01,3.028323902753982111e-08,6.270280301923225608e-12
7.930009188368558615e-13,8.926264225359671623e-09,2.310715938625979970e-16,4.197654990624365826e-18,1.354070328085654751e-11,3.988658847653425710e-10,4.282670409711669679e-13,1.018201514127959611e-17,8.294315989587630611e-07,4.646258275897707790e-06,9.998618364334106445e-01,1.326727942796424031e-04
1.750530623234602956e-11,8.303168180698713830e-06,2.095401896440307610e-08,5.255372581558503953e-09,2.203251608934309047e-10,1.411802053041810723e-08,6.118600867921486497e-05,3.070277755992667501e-12,8.153198116644944093e-09,5.824528852826915681e-05,2.896643709391355515e-03,9.969257712364196777e-01
1.505538915758108942e-09,6.803957328470135257e-06,2.934018255018600030e-07,2.787988506725014304e-08,4.347371351798301475e-10,1.089760295891473163e-10,5.017731382395140827e-05,3.991320329799208366e-10,9.946828916085337369e-10,6.481077008402280626e-09,2.364546293392777443e-03,9.975373744964599609e-01
