7.957385182380676270e-01,2.171143195092944348e-03,4.799985792487859726e-03,7.380763068795204163e-03,3.053740365430712700e-03,1.161690801382064819e-03,7.070674910210072994e-04,1.008980209007859230e-03,6.040939595550298691e-03,2.158320508897304535e-03,8.495295047760009766e-02,7.779901474714279175e-02
7.948210675801549441e-02,1.519117210944164083e-02,7.493349909782409668e-02,4.533993678965738544e-02,4.483868866892797705e-02,2.005464483850768684e-02,1.972512528300285339e-02,4.626361307288918978e-02,3.306395836573626512e-02,9.597862771313105806e-03,2.558247553450720413e-01,2.645376047917774587e-01
5.028057843446731567e-03,1.747309849763821162e-04,6.247805356979370117e-01,2.094445675611495972e-01,7.741782069206237793e-02,5.398334469646215439e-03,4.808155645150691271e-04,5.275483708828687668e-04,7.610048050992190838e-04,4.919643397442996502e-04,3.601488098502159119e-02,3.843145444989204407e-02
3.752474731300026178e-04,2.451496207608475580e-05,4.760138690471649170e-02,9.041352272033691406e-01,2.244736533612012863e-03,6.896172650158405304e-03,9.769603821041528136e-06,1.291499938815832138e-04,8.620738983154296875e-03,1.610432984307408333e-03,1.405632402747869492e-02,1.414931379258632660e-02
4.795472137629985809e-03,2.155434670774931168e-03,2.836100757122039795e-02,6.077776104211807251e-02,7.211692929267883301e-01,6.260815262794494629e-02,4.900338593870401382e-03,1.168172690086066723e-03,1.416872022673487663e-03,6.039807922206819057e-04,4.899056628346443176e-02,5.012039467692375183e-02
3.925172495655715466e-05,7.561242507238472824e-05,4.144792328588664532e-04,1.897521200589835644e-03,3.145024878904223442e-03,9.893410801887512207e-01,6.869768549222499132e-05,7.033155998215079308e-05,4.125480772927403450e-04,3.181385545758530498e-05,2.001247135922312737e-03,2.048841211944818497e-03
6.318280100822448730e-02,1.745568332262337208e-02,7.799534127116203308e-03,2.073816489428281784e-03,7.814517244696617126e-03,3.150801360607147217e-02,1.822554171085357666e-01,4.326491057872772217e-02,4.364661127328872681e-02,1.803583651781082153e-02,2.387712150812149048e-01,2.394575029611587524e-01
1.030997931957244873e-01,3.983040942278291696e-02,1.903037168085575104e-02,1.853494532406330109e-02,1.530434470623731613e-03,1.653135009109973907e-02,1.139379572123289108e-02,1.591746062040328979e-01,2.336275130510330200e-01,2.606810443103313446e-02,6.599357724189758301e-02,6.620264798402786255e-02
1.142449900507926941e-01,6.257902331916349523e-03,1.631733924150466919e-01,5.419598519802093506e-02,1.507440302520990372e-02,7.511156145483255386e-03,9.968759259209036827e-04,3.171277791261672974e-02,2.810285687446594238e-01,2.334382534027099609e-01,2.805059216916561127e-02,2.676768228411674500e-02
2.507381513714790344e-02,1.329421943851879714e-02,3.549503162503242493e-02,2.709172479808330536e-02,5.943446420133113861e-03,2.341023460030555725e-02,1.173841534182429314e-03,2.857016213238239288e-02,1.857174634933471680e-01,4.876801073551177979e-01,4.407367855310440063e-02,4.271098226308822632e-02
9.750501066446304321e-02,8.105509621756416816e-02,1.662675477564334869e-02,6.477378308773040771e-02,5.914074834436178207e-03,6.098505109548568726e-03,6.412112712860107422e-02,1.580845564603805542e-02,3.380838036537170410e-02,9.471478313207626343e-02,1.712486520409584045e-02,1.611859910190105438e-02
9.299799054861068726e-02,8.112730990563120359e-02,1.666446961462497711e-02,6.754668802022933960e-02,5.981158465147018433e-03,6.567247677594423294e-03,6.667668372392654419e-02,1.563937216997146606e-02,3.513267263770103455e-02,9.190998226404190063e-02,1.695789769291877747e-02,1.603467762470245361e-02
