token,attention_sum
<s>,6.6995
본인,0.7987
<unk>,0.4837
<unk>(2),0.3818
<unk>(3),0.3113
모르는,0.7923
상황에서,1.1814
<unk>,0.3523
않는,0.4637
정보를,1.2860
<unk>,0.3425
건,1.2310
<unk>,0.2334
<unk>(2),0.2014
될,1.0799
것,0.7475
같다,0.5522
.,0.9320
</s>,0.9293
