token,attention_sum
<s>,12.7801
본인,0.6755
<unk>,0.2236
<unk>(2),0.1347
<unk>(3),0.1200
모르는,0.2987
상황에서,0.5385
<unk>,0.5079
않는,0.9643
정보를,1.2684
<unk>,0.9333
건,0.5829
<unk>,0.4153
<unk>(2),0.4543
될,0.3038
것,0.1865
같다,0.1500
.,0.2308
</s>,0.2315
