7.421746850013732910e-01,1.168497372418642044e-02,1.146722491830587387e-02,1.271432917565107346e-02,1.433340925723314285e-02,1.227840855717658997e-01,2.158998884260654449e-02,8.969721384346485138e-03,2.364877378568053246e-03,8.957954123616218567e-04,1.759559847414493561e-02,2.967656217515468597e-02,2.284288173541426659e-03,7.907692925073206425e-04,3.387935867067426443e-04,3.348316531628370285e-04
7.276687026023864746e-01,3.972693346440792084e-03,5.206393077969551086e-03,1.271891221404075623e-02,3.411220386624336243e-03,1.482564061880111694e-01,6.716108322143554688e-02,9.958708658814430237e-03,2.586671616882085800e-04,3.892981912940740585e-04,4.782961215823888779e-03,1.078439969569444656e-02,1.268998719751834869e-03,1.272455439902842045e-03,1.441878150217235088e-03,1.447175047360360622e-03
1.582749783992767334e-01,3.409443888813257217e-03,5.557233002036809921e-03,9.069983847439289093e-03,1.357422769069671631e-02,7.068285942077636719e-01,6.400121003389358521e-02,2.015561331063508987e-03,2.252795733511447906e-03,6.986833759583532810e-04,1.036977022886276245e-02,1.266666129231452942e-02,1.529126311652362347e-03,1.006869017146527767e-03,4.366325680166482925e-03,4.378564655780792236e-03
4.723144173622131348e-01,5.272880941629409790e-02,2.024740539491176605e-02,4.867321252822875977e-02,3.273633122444152832e-02,3.851889446377754211e-02,2.639666497707366943e-01,1.236178504768759012e-04,5.752379074692726135e-03,6.677592755295336246e-04,8.571996353566646576e-03,7.299636490643024445e-04,2.656108699738979340e-04,4.079383506905287504e-04,2.699242345988750458e-02,2.730254083871841431e-02
8.061543703079223633e-01,7.886695675551891327e-03,4.379164427518844604e-03,1.157248765230178833e-02,3.360264375805854797e-02,2.562380023300647736e-02,9.017058461904525757e-02,5.635630441247485578e-05,7.862442289479076862e-04,2.018112136283889413e-04,1.459223800338804722e-03,3.497013822197914124e-04,2.450902829878032207e-04,4.047464171890169382e-04,8.563454262912273407e-03,8.543659932911396027e-03
4.950429201126098633e-01,1.570389722473919392e-03,8.504132856614887714e-04,1.499328464269638062e-01,4.281466826796531677e-02,2.770287394523620605e-01,3.520131809636950493e-03,6.740725366398692131e-04,2.743846853263676167e-04,3.183141598128713667e-05,2.079886617138981819e-03,1.219374244101345539e-03,1.894250453915446997e-04,3.339087998028844595e-04,1.213226094841957092e-02,1.230470091104507446e-02
3.491373360157012939e-01,3.256271593272686005e-03,3.097076900303363800e-03,2.931604348123073578e-02,2.113727480173110962e-01,3.680187761783599854e-01,3.323390148580074310e-03,1.320237788604572415e-04,1.090132063836790621e-04,1.782516665116418153e-05,4.951388109475374222e-04,3.052839310839772224e-04,6.620939529966562986e-05,1.381563633913174272e-04,1.554135419428348541e-02,1.567341387271881104e-02
4.466306865215301514e-01,3.017617855221033096e-04,2.814775216393172741e-04,7.674685679376125336e-03,4.153075516223907471e-01,1.174591928720474243e-01,3.147842595353722572e-03,1.693628655630163848e-05,1.730933581711724401e-05,6.750603461114224046e-06,9.345014404971152544e-05,5.939248148933984339e-05,2.153606874344404787e-05,5.709987453883513808e-05,4.448351450264453888e-03,4.475939087569713593e-03
1.688623279333114624e-01,4.563598195090889931e-04,1.863203506218269467e-04,1.362593472003936768e-01,6.456881165504455566e-01,2.498690970242023468e-02,3.232371236663311720e-04,2.114613307639956474e-04,9.154881990980356932e-05,1.839465039665810764e-05,1.051379251293838024e-03,8.955369703471660614e-04,9.136941662291064858e-05,3.156602324452251196e-04,1.015647128224372864e-02,1.040556374937295914e-02
1.968974918127059937e-01,3.946835349779576063e-04,2.029178285738453269e-04,7.787635922431945801e-01,8.961924351751804352e-03,1.134322490543127060e-02,1.762590691214427352e-04,4.073861928191035986e-04,6.786406629544217139e-06,1.293983041250612587e-05,3.537829325068742037e-04,2.401131641818210483e-04,7.910796739452052861e-06,2.097669312206562608e-05,1.092647784389555454e-03,1.117332605645060539e-03
