2.998854517936706543e-01,1.097448319196701050e-01,1.051960736513137817e-01,6.227882578969001770e-02,1.613688468933105469e-02,1.286358013749122620e-02,1.952636241912841797e-02,2.438099868595600128e-02,2.118288166821002960e-02,6.977152079343795776e-02,2.313713915646076202e-02,1.803320832550525665e-02,4.428101237863302231e-03,2.934428397566080093e-03,1.138187712058424950e-03,7.703655865043401718e-04,3.618449904024600983e-03,8.319846354424953461e-03,9.390112943947315216e-03,1.037827692925930023e-02,7.215255871415138245e-03,6.455848459154367447e-03,2.740900032222270966e-02,9.262992069125175476e-03,1.088282559067010880e-02,8.918724954128265381e-03,4.632499534636735916e-03,9.398454800248146057e-03,2.073184400796890259e-02,3.648561984300613403e-02,3.549142181873321533e-02
4.159285724163055420e-01,3.528406620025634766e-01,6.037042289972305298e-02,3.794074989855289459e-03,9.743598056957125664e-04,2.343795262277126312e-03,8.154354989528656006e-03,1.064632833003997803e-02,8.563361130654811859e-03,1.104903034865856171e-02,3.586406819522380829e-03,3.013186156749725342e-03,1.476430566981434822e-03,1.523090177215635777e-03,1.511825481429696083e-03,5.417994107119739056e-04,5.377926863729953766e-03,1.959942514076828957e-03,1.679806155152618885e-03,1.281323493458330631e-03,3.100054571405053139e-03,3.003221703693270683e-03,5.937332287430763245e-03,1.371803926303982735e-03,1.345305703580379486e-03,5.003361031413078308e-03,4.875430837273597717e-03,7.090600673109292984e-03,1.490254420787096024e-02,2.881840802729129791e-02,2.793524041771888733e-02
2.194640934467315674e-01,4.207819402217864990e-01,7.049966603517532349e-02,1.679472252726554871e-02,4.062742926180362701e-03,1.248569600284099579e-02,2.258042618632316589e-02,3.871025890111923218e-02,1.688585802912712097e-02,2.722080424427986145e-02,4.024327266961336136e-03,5.280052311718463898e-03,1.376212947070598602e-02,2.284975722432136536e-03,1.507595647126436234e-03,1.426748698577284813e-03,8.400839753448963165e-03,3.486983710899949074e-03,2.653855364769697189e-03,3.048181999474763870e-03,4.183876328170299530e-03,4.418963100761175156e-03,1.139124482870101929e-02,1.001133699901401997e-03,1.082222559489309788e-03,5.994516424834728241e-03,6.867347750812768936e-03,7.251319475471973419e-03,1.368518359959125519e-02,2.483143471181392670e-02,2.393084205687046051e-02
4.074090719223022461e-02,1.944931745529174805e-01,1.934723556041717529e-01,6.579924840480089188e-03,1.293867244385182858e-03,2.342850901186466217e-03,1.128734834492206573e-02,1.406343281269073486e-02,2.041387557983398438e-02,7.101608812808990479e-02,8.842569775879383087e-03,6.991722621023654938e-03,3.468706272542476654e-03,1.581867458298802376e-03,1.162570668384432793e-03,6.809649057686328888e-04,7.130871526896953583e-03,2.874187193810939789e-03,3.468828741461038589e-03,2.183331176638603210e-03,1.715025398880243301e-03,2.549217548221349716e-03,5.758192855864763260e-03,6.827301345765590668e-03,1.107425335794687271e-02,5.075553059577941895e-02,5.522648245096206665e-02,4.805452376604080200e-02,6.888127326965332031e-02,7.802715897560119629e-02,7.704156637191772461e-02
4.187018424272537231e-02,5.116060003638267517e-02,6.071510165929794312e-02,1.101692914962768555e-01,3.646904602646827698e-02,1.512709259986877441e-02,4.051153734326362610e-02,4.172185808420181274e-02,5.272044986486434937e-02,1.175873950123786926e-01,5.114189814776182175e-03,4.037076607346534729e-03,6.124683655798435211e-03,1.208098488859832287e-03,1.091743703000247478e-03,8.075080113485455513e-04,6.254022009670734406e-03,2.890933770686388016e-03,3.191434312611818314e-03,1.722746063023805618e-03,1.601152587682008743e-03,3.551404457539319992e-03,1.265484001487493515e-02,1.108580362051725388e-02,1.220412738621234894e-02,2.833981625735759735e-02,4.431487992405891418e-02,3.808902204036712646e-02,9.088790416717529297e-02,7.903275638818740845e-02,7.774331420660018921e-02
6.839846074581146240e-02,8.939393609762191772e-02,5.129178240895271301e-02,1.590151488780975342e-01,5.783082172274589539e-02,2.552259340882301331e-02,4.580603539943695068e-02,4.483690112829208374e-02,4.533664882183074951e-02,8.603946119546890259e-02,7.505548186600208282e-03,7.920959033071994781e-03,7.880252785980701447e-03,1.665272982791066170e-03,1.178003381937742233e-03,9.385470766574144363e-04,3.585803788155317307e-03,3.933812491595745087e-03,3.687459044158458710e-03,2.519612899050116539e-03,4.790185950696468353e-03,3.667381359264254570e-03,9.905933402478694916e-03,4.504469223320484161e-03,4.639990162104368210e-03,1.536951400339603424e-02,2.337070740759372711e-02,2.268211543560028076e-02,4.644747450947761536e-02,7.624499499797821045e-02,7.409016788005828857e-02
4.696197807788848877e-03,1.280525885522365570e-02,5.565681960433721542e-03,4.835193604230880737e-02,6.001219898462295532e-02,8.688072860240936279e-02,3.810178041458129883e-01,2.868469059467315674e-01,3.692371025681495667e-02,2.265059947967529297e-02,8.563913870602846146e-04,4.635866789612919092e-04,3.572403511498123407e-04,1.811113674193620682e-03,1.782995648682117462e-03,9.258498903363943100e-04,3.804672043770551682e-03,1.388812786899507046e-03,3.787635825574398041e-03,3.064707852900028229e-03,6.742359255440533161e-04,6.890447111800312996e-04,2.344947308301925659e-03,6.374763324856758118e-04,5.790415452793240547e-04,6.418081466108560562e-04,6.237773923203349113e-04,2.025505295023322105e-03,4.618790931999683380e-03,1.174452248960733414e-02,1.142680272459983826e-02
5.286012776196002960e-03,1.854464598000049591e-02,1.039074361324310303e-02,9.110705927014350891e-03,7.250531110912561417e-03,1.405602693557739258e-02,2.050375938415527344e-01,4.740223884582519531e-01,1.188922822475433350e-01,5.787670612335205078e-02,5.758345942012965679e-04,2.815540938172489405e-04,1.216083765029907227e-04,2.975791285280138254e-04,1.839783362811431289e-04,1.539365475764498115e-04,1.942327013239264488e-03,3.303767880424857140e-04,1.423008157871663570e-03,2.215267159044742584e-03,1.006585313007235527e-03,1.406013034284114838e-03,2.213802887126803398e-03,7.323569734580814838e-04,8.701563929207623005e-04,2.360490849241614342e-03,3.201486542820930481e-03,6.083456333726644516e-03,1.081221923232078552e-02,2.210763283073902130e-02,2.121266163885593414e-02
1.721932925283908844e-02,1.202607806771993637e-02,7.237611338496208191e-03,1.277139410376548767e-02,7.421162445098161697e-03,1.386462897062301636e-02,3.393509611487388611e-02,1.668548434972763062e-01,4.087621569633483887e-01,1.538337469100952148e-01,1.748132635839283466e-03,9.587868698872625828e-04,1.278729061596095562e-03,5.938334856182336807e-03,3.342037787660956383e-03,1.748506911098957062e-03,1.440631342120468616e-03,2.415146154817193747e-04,2.870453172363340855e-04,1.185800530947744846e-03,3.828209824860095978e-03,2.242186106741428375e-03,2.069445326924324036e-03,4.595964855980128050e-04,4.397494485601782799e-04,1.374685438349843025e-03,1.637594308704137802e-03,5.328153260052204132e-03,2.203736454248428345e-02,5.519208312034606934e-02,5.329535529017448425e-02
1.889026537537574768e-02,3.783452883362770081e-02,1.581512019038200378e-02,1.961980201303958893e-02,8.373632095754146576e-03,8.574577979743480682e-03,3.624450787901878357e-02,4.713610187172889709e-02,1.255577504634857178e-01,2.008161246776580811e-01,6.508438847959041595e-03,4.750004503875970840e-03,3.367512486875057220e-03,1.584931858815252781e-03,8.287364616990089417e-04,5.820122896693646908e-04,9.746760129928588867e-03,3.575097303837537766e-03,2.790530677884817123e-03,3.644801909103989601e-03,5.072304978966712952e-03,5.554970353841781616e-03,1.547133270651102066e-02,6.253186613321304321e-03,8.193159475922584534e-03,4.441623762249946594e-02,6.003002449870109558e-02,6.048031151294708252e-02,8.176300674676895142e-02,7.937872409820556641e-02,7.714550197124481201e-02
