삼⋄	5.765314
바⋄	0.615191
는	0.265088
민⋄	3.068135
속⋄	1.575998
적인	0.385146
춤⋄	0.436431
과	0.041566
음악⋄	0.580824
으로	0.348151
그⋄	0.187224
들⋄	0.138386
만의	0.443571
정⋄	0.876446
서⋄	0.562395
적	0.552957
분위기를	0.504612
독특한	4.586532
음악⋄	1.255511
과	0.152066
동⋄	1.009463
작을	0.224086
통해	0.730785
특징⋄	0.588662
을	0.314537
내⋄	0.381869
포⋄	0.398388
하고	0.211830
있습니다	0.417912
.	0.673798
</s>	0.707124
