2.676877565681934357e-02,1.035690680146217346e-02,6.783729195594787598e-01,1.218896009959280491e-03,7.922220393083989620e-04,7.538399222539737821e-05,4.015835293103009462e-05,1.902057556435465813e-03,9.436493739485740662e-03,4.846781026571989059e-03,1.464859087718650699e-04,5.997230982757173479e-05,5.429537268355488777e-04,2.875401871278882027e-03,3.310149186290800571e-04,4.038964470964856446e-05,2.534107677638530731e-02,5.062523996457457542e-05,8.005185984075069427e-03,1.283572018146514893e-01,6.004092210787348449e-05,4.162206314504146576e-03,8.630932867527008057e-02,6.868142168968915939e-03,2.836413914337754250e-03,8.967389497627209494e-09,1.146065997659206914e-07,1.058514499163720757e-05,4.508848633122397587e-06,8.375987090403214097e-05,1.040093775372952223e-04
8.427739739418029785e-01,3.481255844235420227e-02,1.102995648980140686e-01,5.541034624911844730e-04,2.325102977920323610e-04,7.671892490179743618e-06,3.761632569876383059e-06,3.251761881983838975e-05,1.667017466388642788e-03,1.046921242959797382e-04,2.853693331417161971e-05,6.293427577475085855e-05,5.325054735294543207e-05,1.422514560545096174e-05,1.494750176789239049e-05,3.380705493327695876e-06,3.332192718517035246e-04,2.462127667968161404e-06,2.258648397400975227e-03,1.769274706020951271e-03,6.044683686923235655e-06,1.354473875835537910e-03,9.136632434092462063e-04,1.341200899332761765e-03,3.560939512681216002e-04,5.616654252804664793e-09,8.673571869621810038e-07,2.318050428584683686e-05,5.552097718464210629e-05,4.239873669575899839e-04,4.957243218086659908e-04
8.852770328521728516e-01,1.594342105090618134e-02,9.536724537611007690e-02,1.781678001862019300e-04,1.194566139020025730e-04,3.389293487998656929e-05,4.383700797916390002e-07,5.411891379480948672e-06,2.180050069000571966e-05,2.545961469877511263e-04,2.927460627688560635e-05,7.195273792603984475e-05,1.543146645417436957e-04,1.077946126315509900e-05,7.689658332310500555e-07,2.229124675068305805e-06,1.371311838738620281e-03,4.271142643119674176e-06,1.389625504089053720e-05,5.171817974769510329e-05,2.344767224826682650e-08,5.364334811019944027e-06,2.401347446721047163e-04,6.657752965111285448e-05,6.477525457739830017e-04,3.565013173556508264e-08,7.908847692306153476e-07,3.100315780102391727e-06,3.956491127610206604e-06,5.578294440056197345e-05,6.456632399931550026e-05
2.193512773374095559e-05,1.230262569151818752e-03,9.985243678092956543e-01,1.340488379355520010e-04,5.811900336993858218e-05,1.042276744556147605e-05,4.157915554969804361e-06,2.626629225233045872e-08,2.601475479480086506e-08,1.281084223592188209e-06,5.075742848248410155e-08,1.378651433014965733e-07,9.209202289639506489e-07,5.403027898864820600e-06,6.788594646423007362e-07,1.018404738317713054e-08,6.546592885570134968e-06,1.009385783845573314e-07,2.361016093743728561e-08,2.791890052478152029e-09,4.182833278961600731e-13,3.662693759398649718e-10,1.205116362257285800e-08,4.102294610675016884e-07,5.451632318909105379e-07,5.589667750882654218e-08,4.000170577000972116e-07,2.374899565893429099e-08,3.914798707427280533e-09,1.765518575780333776e-08,1.883867284391271824e-08
1.633273859624750912e-05,1.365111675113439560e-04,9.970964193344116211e-01,9.957859292626380920e-04,3.160625929012894630e-04,4.695801762863993645e-04,1.705336217128206044e-05,3.774233164222096093e-06,3.763915401577833109e-07,3.478016151348128915e-05,4.252843154972651973e-06,1.076750959327910095e-05,4.897477338090538979e-04,1.010911728371866047e-04,7.224842647701734677e-06,2.113652726620784961e-06,2.794834144879132509e-04,4.591872311721090227e-06,2.172979804981878260e-07,7.903847176748968195e-07,5.319762100448877096e-13,9.052895100225555325e-10,1.485099421216773408e-08,2.798594778141705319e-06,8.390345101361162961e-06,1.493306728272969508e-10,1.836983614111886709e-07,3.527888452481420245e-07,8.699436904180402053e-08,5.027777660870924592e-07,6.137479999779316131e-07
1.575887654325924814e-05,7.908354018582031131e-05,9.747715592384338379e-01,2.387979766353964806e-03,1.266462542116641998e-02,9.259573183953762054e-03,2.362843079026788473e-04,1.847095845732837915e-04,3.009826514244196005e-06,8.856337080942466855e-05,1.265947321371641010e-05,2.560494067438412458e-06,1.553939800942316651e-04,1.552900539536494762e-05,1.366636524835485034e-06,1.282501102650712710e-06,1.143878471339121461e-04,4.592107870848849416e-06,2.836543444573180750e-07,6.398677783181483392e-07,1.653036388327144834e-11,7.931378331882399380e-10,1.864395038353450218e-08,1.669009463967086049e-08,1.137471699053094198e-07,2.149023320408005588e-11,3.204886134255957586e-09,1.039518604528666401e-08,3.071486842642912052e-09,2.497478313046030962e-08,2.817550992517681152e-08
2.236965701740700752e-05,7.577682845294475555e-05,3.514786949381232262e-03,3.808990716934204102e-01,7.190431654453277588e-02,5.330895185470581055e-01,8.157595060765743256e-03,2.183920703828334808e-03,4.046405229019001126e-05,3.211272769476636313e-06,4.487130311758846801e-08,1.348923817090508237e-08,2.345794655411737040e-06,1.044439886754844338e-05,1.409908600180642679e-05,2.761634505077381618e-06,2.655963362485636026e-05,3.317289520055055618e-05,1.275691374758025631e-05,9.087245871342020109e-07,5.464251984221846214e-08,3.120475966511548904e-08,6.971426991242424265e-09,7.909758892310492229e-08,2.299569779040666617e-08,4.961270860803779215e-08,4.054739292769227177e-06,5.383172378969902638e-07,8.040909165174525697e-07,1.237309135149189387e-07,1.120214747629688645e-07
6.523204319819342345e-06,3.128156458842568099e-05,7.746306061744689941e-02,5.777467507869005203e-03,8.612856268882751465e-03,8.324156403541564941e-01,5.261271726340055466e-03,6.941909343004226685e-02,2.124439779436215758e-04,6.391948554664850235e-04,1.900871438920148648e-06,1.576119075252790935e-07,2.376543852733448148e-05,1.079686384741762595e-07,9.990338334375792329e-09,3.444448566369828768e-07,7.517178892157971859e-05,5.576695548370480537e-05,9.147249215857300442e-07,2.922999556176364422e-06,5.075968534384855957e-09,9.858929672645899700e-09,3.638942658312771528e-08,6.701927013352815266e-09,1.177886144176909511e-08,3.110375498827089302e-11,2.694351408649708901e-09,4.532476616248004575e-09,2.868980830683653949e-09,1.520502834750914189e-08,1.549247485854721162e-08
2.492740414083982614e-08,1.940785523402155377e-06,4.386748514662031084e-06,1.348274963675066829e-05,5.340217285265680403e-06,2.102203288814052939e-04,9.286946617066860199e-03,9.871546030044555664e-01,3.144465852528810501e-03,1.435678277630358934e-04,5.166976961845648475e-07,2.768305229494671948e-08,6.012617070894066273e-09,4.552328736195931924e-09,5.099796140939361067e-09,4.882380277848596961e-09,9.048631568475684617e-07,4.305761081013770308e-07,6.571521566911542322e-07,2.658687299117445946e-05,5.404094736150000244e-06,3.035569022813433548e-07,2.368295071164538967e-08,5.082300802428108000e-08,2.483522942853255699e-09,2.491507888890964750e-09,2.135458565533099318e-08,6.993384005227198941e-08,4.887815308052267937e-08,9.272926426717731374e-09,8.366069614851312508e-09
8.963305475617744378e-08,1.578303226779098623e-06,6.468930223491042852e-05,1.766605419106781483e-05,1.908687409013509750e-06,8.530775085091590881e-05,8.483060635626316071e-03,9.308848381042480469e-01,5.617705360054969788e-02,4.174027126282453537e-03,6.822058821853715926e-06,3.480875875538913533e-06,3.392906728549860418e-05,5.830373517312636977e-09,1.677857186521691801e-09,3.842478335513987986e-09,1.846354462031740695e-05,9.452689369027211796e-07,1.119329795074008871e-06,2.851073804777115583e-05,1.069689187715994194e-05,2.442137883917894214e-06,2.468776756359147839e-06,2.083812518094418920e-07,1.421825572833768092e-07,2.795097042707084256e-09,4.186017754648219125e-09,1.653251899824681459e-07,1.470143757842379273e-07,1.328292285052157240e-07,1.208032500699118827e-07
