8.073565363883972168e-01,1.321933511644601822e-02,3.893136046826839447e-03,4.861157387495040894e-03,6.276501342654228210e-03,1.762693934142589569e-02,3.418031334877014160e-02,1.310565881431102753e-02,1.231644116342067719e-02,3.285198705270886421e-03,5.227907095104455948e-03,1.053961366415023804e-02,3.863386576995253563e-03,2.464276039972901344e-03,2.706808270886540413e-03,7.973795756697654724e-03,5.780948325991630554e-03,2.305595204234123230e-02,2.226611971855163574e-02
1.089560687541961670e-01,1.117860712110996246e-02,5.392594337463378906e-01,1.221591159701347351e-01,5.303600057959556580e-02,1.214841082692146301e-01,2.291588485240936279e-02,7.900282798800617456e-05,3.716171253472566605e-03,5.643375916406512260e-04,3.535328723955899477e-04,3.279316006228327751e-03,1.186013803817331791e-03,1.364822150208055973e-03,1.558698015287518501e-03,3.307542530819773674e-03,4.535492509603500366e-03,5.464874557219445705e-04,5.194376572035253048e-04
1.594908162951469421e-02,3.258482029195874929e-04,1.249676337465643883e-03,1.736370287835597992e-02,3.783724829554557800e-02,7.101222872734069824e-01,1.862128227949142456e-01,8.447140135103836656e-05,7.810968905687332153e-03,2.529729390516877174e-04,5.066222729510627687e-05,8.349401876330375671e-03,9.668729035183787346e-05,1.065467949956655502e-03,3.057630965486168861e-03,5.051484797149896622e-03,3.245129948481917381e-03,9.268663125112652779e-04,9.475912083871662617e-04
6.266394630074501038e-03,4.711238943855278194e-05,2.079370315186679363e-04,3.843936836346983910e-03,1.335661392658948898e-02,6.968314051628112793e-01,2.588805854320526123e-01,1.367208024021238089e-04,1.010473910719156265e-02,1.782369508873671293e-04,1.858107862062752247e-05,2.813023049384355545e-03,3.862224912154488266e-05,4.334172408562153578e-04,1.297906506806612015e-03,2.482059178873896599e-03,1.971874386072158813e-03,5.408361903391778469e-04,5.499155959114432335e-04
2.525823749601840973e-02,2.118248266924638301e-05,1.313230604864656925e-04,1.361518399789929390e-03,4.234957974404096603e-03,6.213126778602600098e-01,3.353363573551177979e-01,2.771738509181886911e-04,9.018758311867713928e-03,2.213680418208241463e-04,1.590633655723650008e-05,4.869711701758205891e-04,1.936075204866938293e-05,1.168628732557408512e-04,1.230341003974899650e-04,6.627127877436578274e-04,4.341504245530813932e-04,4.807708901353180408e-04,4.867506213486194611e-04
4.530217126011848450e-02,1.835538423620164394e-04,7.585260318592190742e-04,1.554865506477653980e-03,2.033080672845244408e-03,9.408117085695266724e-02,7.380545139312744141e-01,1.194222085177898407e-02,8.149237930774688721e-02,1.434130780398845673e-02,6.074994453229010105e-04,2.065684180706739426e-03,3.312974004074931145e-04,2.408829168416559696e-04,1.003062061499804258e-04,6.467876955866813660e-04,8.254335843957960606e-04,2.724863821640610695e-03,2.713514491915702820e-03
2.465629279613494873e-01,5.602000164799392223e-04,1.908474660012871027e-04,2.626030764076858759e-04,7.325506303459405899e-04,4.259575158357620239e-02,2.080463171005249023e-01,9.403593838214874268e-02,2.684646546840667725e-01,8.700872212648391724e-02,4.468346945941448212e-03,3.851399524137377739e-03,6.851455545984208584e-04,2.271937992190942168e-04,3.156021411996334791e-04,1.117573236115276814e-03,5.705796065740287304e-04,2.004638686776161194e-02,2.025721967220306396e-02
8.380674570798873901e-02,1.081100053852424026e-04,1.322758616879582405e-04,2.417964424239471555e-04,3.031184605788439512e-04,3.730039298534393311e-02,7.216984778642654419e-02,3.102845512330532074e-03,5.557512044906616211e-01,1.594722568988800049e-01,4.714444745332002640e-03,7.471450418233871460e-02,3.668121935334056616e-04,6.629912531934678555e-04,1.425947557436302304e-04,8.335254387930035591e-04,1.132674864493310452e-03,2.510539256036281586e-03,2.533323597162961960e-03
2.163090109825134277e-01,6.295981002040207386e-04,3.284935955889523029e-04,1.265362516278401017e-04,3.479269435047172010e-05,1.063025920302607119e-04,6.447299383580684662e-03,6.814171210862696171e-04,6.554711610078811646e-03,6.528983712196350098e-01,3.409148007631301880e-02,7.432162761688232422e-02,4.944623913615942001e-03,5.427857395261526108e-04,1.230847010447178036e-05,1.278848685615230352e-05,2.618190410430543125e-05,9.573225979693233967e-04,9.742811671458184719e-04
1.592373102903366089e-01,1.142084947787225246e-03,1.456311729270964861e-04,1.810988906072452664e-04,1.364839263260364532e-04,4.397913347929716110e-03,8.247378282248973846e-03,2.776322653517127037e-04,4.330527409911155701e-02,2.336878776550292969e-01,3.634966537356376648e-02,4.045721590518951416e-01,1.880734227597713470e-02,2.181546948850154877e-02,1.696746051311492920e-02,1.062768138945102692e-02,1.863665762357413769e-03,1.870559900999069214e-02,1.953227445483207703e-02
