9.965777993202209473e-01,1.841465291363419965e-06,7.621581685920577980e-05,6.853148806840181351e-05,6.528928224724950269e-06,9.135775617323815823e-04,5.594728463620413095e-06,5.470148753374814987e-04,6.300586392171680927e-04,6.362149724736809731e-05,1.385665109410183504e-05,2.082854189211502671e-04,4.296415427234023809e-04
7.215145103600661969e-08,9.999996423721313477e-01,3.942185557011059042e-08,5.298568522956945137e-14,5.130465008992141085e-15,2.280353640290999628e-12,1.368129225767745691e-14,2.721868412082495414e-13,3.206692911206232566e-09,7.589784703498914098e-12,5.040052712202217067e-14,4.466540678982333645e-11,2.789433788119577429e-11
2.235877410328157566e-06,1.487847775271032322e-05,1.428097598060902584e-01,1.195016877925273249e-04,4.872584219702983326e-05,5.169340093318692696e-05,3.700701890329886793e-07,3.523995290206321086e-05,1.111061450436474347e-05,1.602898432955563539e-05,1.218455214108920286e-05,9.020878000650814509e-06,1.070013118870909734e-05
1.436646179797662626e-08,3.618028971698431266e-16,1.589845061733541343e-05,9.998886585235595703e-01,1.112065728392508390e-08,1.395431513395717360e-11,3.435429769978702585e-14,6.109700745327018012e-09,3.289679362250552686e-10,2.319772596237612561e-09,2.724411807264459640e-10,5.951542547677490802e-08,1.062114574068573347e-08
3.402851778133708649e-09,5.905516355234942134e-17,5.172628954248704266e-09,5.025173071771860123e-03,9.949748516082763672e-01,2.512112518004983031e-09,2.311069738358817460e-12,1.231439505922082844e-09,9.558193125869252071e-10,2.001937282614107971e-09,3.783667476553453923e-11,5.578215667156882773e-09,3.200594234087361656e-09
1.658151404626551084e-06,4.919594939756244401e-11,5.390353834786428883e-05,5.302625822878326289e-07,6.354734409796947148e-07,9.995867609977722168e-01,8.814546248459009803e-08,9.701346925794496201e-08,6.481581294792704284e-06,2.584380126791074872e-05,5.916147571838337171e-08,4.402971569561486831e-07,1.097900650393057731e-07
4.627544967661378905e-06,6.836518195996177383e-08,2.206690982283924263e-06,1.328188448113110098e-09,3.417331839727921761e-08,3.683045133948326111e-02,9.631475806236267090e-01,7.565859618807735387e-07,1.764602686193939007e-08,9.602355248716776259e-07,5.127610558375295113e-10,8.242798799074080307e-08,1.003715865977028443e-08
1.622734657757973764e-06,1.641078523073602469e-10,6.554951159700093369e-05,4.220009941491298378e-08,2.069268541238233894e-11,3.100208232353907079e-07,4.504161479417234659e-04,9.990785121917724609e-01,2.016462019582831999e-08,3.444541363251119037e-08,1.282946415770425119e-09,5.258949840936111286e-06,4.982089194527361542e-06
1.609121113688161131e-06,1.983220698775767232e-08,8.463771735906432071e-04,1.844581447585369460e-06,4.278838969185017049e-05,8.628350769868120551e-06,3.028390693771143560e-08,5.389428697526454926e-04,9.897337555885314941e-01,3.696608589962124825e-03,4.589101808960549533e-05,1.824853598009212874e-06,3.422449026402318850e-06
3.824694871923384198e-08,2.691900702345151331e-09,2.834217514053565423e-07,4.370633854833272380e-10,2.812424251819045651e-11,5.091171484394863000e-09,1.120284637626256519e-12,5.827078375375549513e-09,9.988644123077392578e-01,1.133407815359532833e-03,1.151605388827192655e-07,9.912572984660528164e-09,1.805657734443855134e-09
1.375733194031170115e-09,5.684527501492731005e-11,3.707395470729195844e-11,1.815362530438457966e-12,4.378947833678925594e-13,1.254238579662114716e-08,6.608748270853226359e-11,1.445183001047567473e-10,2.428742391202831641e-06,9.969041943550109863e-01,3.093397011980414391e-03,3.342008980666832940e-08,7.944612190335931245e-10
1.888282713480293751e-04,8.437511667125363601e-08,1.072360462006015190e-04,2.435333772154990584e-05,3.376001131982775405e-06,1.375672873109579086e-04,7.782242391840554774e-06,1.104819311876781285e-04,3.072253195568919182e-03,2.015744894742965698e-02,9.717479944229125977e-01,3.082209266722202301e-03,7.170015014708042145e-04
4.293856327421963215e-04,4.107814675080589950e-07,9.962751755665522069e-05,1.368389202980324626e-04,1.121265449910424650e-05,6.565052171936258674e-05,3.613701483118347824e-05,2.299522981047630310e-03,1.134961959905922413e-03,6.221232470124959946e-03,9.791887402534484863e-01,5.991045385599136353e-03,3.787416266277432442e-03
