batch,Dec_CrossAttn_L0,Dec_CrossAttn_L1,Dec_CrossAttn_L2,Dec_CrossAttn_L3,Dec_CrossAttn_L4,Dec_CrossAttn_L5,Dec_FFN_L0,Dec_FFN_L1,Dec_FFN_L2,Dec_FFN_L3,Dec_FFN_L4,Dec_FFN_L5,Dec_SelfAttn_L0,Dec_SelfAttn_L1,Dec_SelfAttn_L2,Dec_SelfAttn_L3,Dec_SelfAttn_L4,Dec_SelfAttn_L5,Enc_FFN_L0,Enc_FFN_L1,Enc_FFN_L2,Enc_FFN_L3,Enc_FFN_L4,Enc_FFN_L5,Enc_SelfAttn_L0,Enc_SelfAttn_L1,Enc_SelfAttn_L2,Enc_SelfAttn_L3,Enc_SelfAttn_L4,Enc_SelfAttn_L5
batch 2418,0.951362,0.702249,0.668839,0.660846,0.766734,0.643485,0.634821,0.487115,0.487821,0.558030,0.566393,0.785810,0.920256,0.234233,0.158693,0.128851,0.303398,0.422452,0.747074,0.556872,0.480716,0.431739,0.393059,0.470551,1.565348,0.688496,0.509285,0.419395,0.388992,0.351713
batch 2419,0.758058,0.633141,0.591641,0.580162,0.638172,0.566162,0.567894,0.469936,0.463746,0.530461,0.528523,0.753946,0.734079,0.251282,0.169258,0.142958,0.267873,0.400577,0.750872,0.569101,0.511190,0.426365,0.389624,0.464661,1.511550,0.767984,0.547211,0.451295,0.422590,0.380998
batch 2420,0.843100,0.679784,0.622188,0.637087,0.756556,0.594649,0.576626,0.479384,0.475302,0.545579,0.513170,0.753732,0.766745,0.220861,0.166875,0.131006,0.282127,0.408678,0.752035,0.544610,0.492310,0.447203,0.432741,0.484818,1.533682,0.729623,0.514151,0.471581,0.401346,0.340761
batch 2421,0.808144,0.665593,0.611035,0.622161,0.722425,0.673375,0.622753,0.467957,0.472082,0.549350,0.558951,0.833958,0.784372,0.218257,0.163120,0.135463,0.305156,0.459354,0.771776,0.553115,0.474547,0.489687,0.489319,0.466256,1.593191,0.715011,0.508588,0.463710,0.404652,0.365318
batch 2422,0.839094,0.636693,0.614330,0.629386,0.682992,0.606354,0.558758,0.457851,0.460316,0.522641,0.534099,0.769768,0.765090,0.225531,0.148775,0.126084,0.277622,0.418491,0.759503,0.595283,0.550146,0.421142,0.467072,0.443599,1.527926,0.742954,0.538508,0.428201,0.392484,0.324927
batch 2423,0.751979,0.632331,0.628949,0.648329,0.704290,0.617700,0.515867,0.459003,0.459484,0.514876,0.508198,0.742887,0.750507,0.251503,0.156866,0.131824,0.276399,0.411603,0.742257,0.550010,0.478861,0.450242,0.374156,0.478530,1.636980,0.707183,0.555788,0.466491,0.439351,0.396665
batch 2424,0.764225,0.648685,0.633471,0.650895,0.717389,0.594480,0.543460,0.477332,0.482132,0.538668,0.539824,0.747826,0.791197,0.234686,0.174917,0.139456,0.280242,0.394683,0.757989,0.574427,0.499028,0.431526,0.424329,0.432421,1.577879,0.733655,0.556141,0.433357,0.386372,0.359259
batch 2425,0.761015,0.632742,0.605944,0.644666,0.682002,0.581800,0.542620,0.460516,0.474069,0.517547,0.523898,0.734710,0.675304,0.245052,0.162100,0.141254,0.264034,0.400731,0.744226,0.563236,0.490087,0.421682,0.403253,0.448069,1.478211,0.725356,0.524123,0.443373,0.425864,0.369005
batch 2426,0.746643,0.607555,0.587706,0.584223,0.670545,0.568800,0.537951,0.449964,0.443621,0.509048,0.507772,0.708479,0.713004,0.274083,0.171637,0.150914,0.255233,0.378562,0.672382,0.523282,0.466953,0.426537,0.371126,0.468974,1.423406,0.702586,0.538650,0.433906,0.421478,0.388520
batch 2427,0.773108,0.623012,0.589448,0.617711,0.715799,0.598685,0.538632,0.463452,0.463724,0.527367,0.498990,0.734174,0.705756,0.259821,0.196161,0.148760,0.283015,0.396811,0.699127,0.533011,0.465724,0.439802,0.383674,0.503540,1.489172,0.711577,0.540013,0.462299,0.417691,0.376783
batch 2428,0.739536,0.619296,0.598464,0.612827,0.677808,0.607035,0.540840,0.464379,0.470295,0.531790,0.512135,0.719010,0.662947,0.261160,0.185085,0.149958,0.262069,0.391531,0.722441,0.533168,0.481242,0.469236,0.426769,0.445222,1.490232,0.724625,0.537441,0.463846,0.425311,0.383175
batch 2429,0.855550,0.682034,0.628940,0.676393,0.815635,0.611326,0.601781,0.482837,0.480302,0.556115,0.522494,0.767013,0.805086,0.231055,0.160507,0.141363,0.288650,0.419819,0.736735,0.534295,0.482593,0.458823,0.436915,0.452220,1.479170,0.708155,0.535213,0.476034,0.403671,0.390352
batch 2430,0.746977,0.631537,0.592272,0.611790,0.702154,0.572406,0.543325,0.449351,0.450309,0.523478,0.517333,0.752071,0.636775,0.250068,0.163064,0.136026,0.311831,0.397832,0.706114,0.523312,0.452895,0.477613,0.395275,0.455961,1.476799,0.748814,0.546140,0.484145,0.426890,0.373542
batch 2431,0.760698,0.621357,0.601456,0.600564,0.686501,0.605862,0.555130,0.457066,0.467362,0.538018,0.538211,0.742263,0.768711,0.220633,0.151635,0.128308,0.274913,0.402878,0.712334,0.578981,0.525973,0.431760,0.393353,0.478745,1.529835,0.691346,0.518785,0.449697,0.408177,0.361545
batch 2432,0.777668,0.646353,0.614705,0.623325,0.708204,0.618125,0.565918,0.470196,0.475754,0.526423,0.504912,0.723380,0.735289,0.216288,0.160876,0.135936,0.279587,0.390443,0.760519,0.595149,0.524688,0.484961,0.421050,0.456016,1.527417,0.737678,0.526455,0.442261,0.381701,0.316881
batch 2433,0.752668,0.608253,0.600920,0.610953,0.718316,0.596531,0.552605,0.448792,0.464863,0.515185,0.490409,0.733291,0.668727,0.247645,0.172618,0.147179,0.261962,0.395273,0.697340,0.514547,0.472859,0.453857,0.374302,0.477409,1.495060,0.719402,0.534613,0.453540,0.441280,0.400803
batch 2434,0.876521,0.686459,0.659338,0.684389,0.705692,0.609755,0.618211,0.491513,0.491753,0.551864,0.523735,0.774573,0.869251,0.231723,0.161111,0.132752,0.277623,0.413001,0.803367,0.600920,0.555426,0.455412,0.398587,0.458821,1.742252,0.789164,0.572274,0.489812,0.384538,0.339615
batch 2435,0.827486,0.630628,0.619693,0.580237,0.669849,0.593383,0.576762,0.470622,0.462431,0.535027,0.532793,0.744712,0.797299,0.212669,0.167895,0.149889,0.284179,0.399964,0.759204,0.609469,0.539220,0.413154,0.392559,0.477316,1.535832,0.707946,0.523140,0.392114,0.391594,0.337401
batch 2436,0.824594,0.634453,0.599516,0.624836,0.707468,0.586685,0.621849,0.478572,0.478072,0.542386,0.534997,0.741010,0.852558,0.277432,0.165965,0.136137,0.276655,0.399104,0.769599,0.593025,0.514399,0.425477,0.375456,0.485858,1.493396,0.726370,0.540212,0.436096,0.388484,0.360376
batch 2437,0.874231,0.669142,0.634216,0.615757,0.689697,0.612939,0.611426,0.471793,0.478765,0.542236,0.531893,0.743850,0.825640,0.223249,0.165244,0.138912,0.266029,0.389024,0.786557,0.594148,0.559461,0.444502,0.397604,0.447707,1.528728,0.777181,0.540319,0.429382,0.391701,0.339674
batch 2438,0.777643,0.628487,0.610722,0.611374,0.664763,0.600128,0.549950,0.459432,0.457132,0.512885,0.503840,0.723464,0.720496,0.237790,0.172545,0.132205,0.254559,0.393031,0.721447,0.532904,0.483426,0.455309,0.377839,0.498188,1.560370,0.727925,0.521160,0.479272,0.426395,0.394442
batch 2439,0.845596,0.661446,0.618364,0.625164,0.727204,0.603776,0.575706,0.463843,0.463842,0.532139,0.523061,0.765551,0.794617,0.216886,0.180155,0.134466,0.284840,0.410475,0.755525,0.577305,0.504265,0.428556,0.435300,0.440979,1.506268,0.709086,0.509054,0.424679,0.399768,0.353982
batch 2440,0.779934,0.617292,0.621801,0.630565,0.713702,0.597398,0.565911,0.470897,0.470888,0.521904,0.510627,0.753156,0.752293,0.253148,0.178902,0.138707,0.271268,0.412128,0.706524,0.532822,0.463812,0.423882,0.382423,0.465247,1.389709,0.690570,0.494465,0.432296,0.399276,0.358677
batch 2441,0.856742,0.664677,0.598917,0.584566,0.681959,0.575537,0.595699,0.468862,0.473259,0.523088,0.508421,0.722887,0.878972,0.222617,0.163778,0.132595,0.260580,0.373705,0.804334,0.612491,0.516031,0.423904,0.375162,0.469609,1.466200,0.640958,0.491805,0.379744,0.380902,0.327740
batch 2442,0.864559,0.641123,0.635442,0.634303,0.698646,0.592586,0.564654,0.467894,0.464731,0.525844,0.506850,0.749579,0.804960,0.219407,0.170455,0.142183,0.288307,0.397829,0.774475,0.627243,0.512047,0.402655,0.414325,0.455358,1.482674,0.706949,0.500540,0.395045,0.374105,0.329130
batch 2443,0.798690,0.644193,0.616799,0.609896,0.691425,0.585402,0.594542,0.472862,0.472740,0.518934,0.520341,0.747589,0.753942,0.271400,0.180856,0.151916,0.278460,0.395876,0.681356,0.504886,0.461250,0.442752,0.390618,0.487353,1.425099,0.700850,0.543281,0.463860,0.402082,0.376973
batch 2444,0.705938,0.613507,0.586306,0.598168,0.676961,0.607443,0.537994,0.467210,0.466043,0.516471,0.514624,0.747850,0.651241,0.262023,0.179955,0.145905,0.274601,0.406828,0.726176,0.551979,0.473283,0.437703,0.413308,0.465905,1.542036,0.749586,0.557065,0.455903,0.429765,0.387668
batch 2445,0.761201,0.651537,0.618448,0.633132,0.716564,0.608134,0.540478,0.456416,0.458348,0.520802,0.511676,0.751225,0.693019,0.238752,0.186868,0.149909,0.283289,0.405478,0.756986,0.553396,0.475960,0.462760,0.433116,0.438014,1.520615,0.705894,0.536335,0.444270,0.401628,0.370619
batch 2446,0.714958,0.610932,0.603253,0.639788,0.725148,0.623700,0.514418,0.458038,0.462114,0.514137,0.508343,0.762190,0.638270,0.241533,0.170874,0.141848,0.288277,0.426137,0.725819,0.534173,0.458188,0.439569,0.410007,0.447535,1.492177,0.744168,0.551254,0.474338,0.416860,0.381991
batch 2447,0.740045,0.588102,0.569239,0.557320,0.643394,0.559172,0.557382,0.454397,0.444055,0.517493,0.496833,0.730807,0.704168,0.275794,0.167591,0.124195,0.251332,0.387521,0.706256,0.503044,0.462213,0.490923,0.383900,0.493319,1.523860,0.708815,0.530144,0.460532,0.405913,0.367712
batch 2448,0.800863,0.693689,0.674674,0.697230,0.668672,0.624473,0.571377,0.479602,0.481906,0.538122,0.525181,0.837011,0.794959,0.233732,0.165825,0.147793,0.278299,0.451412,0.796960,0.572459,0.471771,0.506998,0.458261,0.468980,1.629449,0.729780,0.523920,0.475856,0.419462,0.372508
batch 2449,0.736737,0.635688,0.617027,0.631563,0.675467,0.592394,0.529424,0.454742,0.463805,0.526887,0.524218,0.780025,0.690933,0.242839,0.161702,0.139334,0.274426,0.419766,0.724336,0.574548,0.508171,0.454366,0.387286,0.432603,1.537527,0.762263,0.551055,0.437763,0.421734,0.377057
batch 2450,0.930283,0.694357,0.628419,0.584901,0.616123,0.575502,0.631241,0.495456,0.487298,0.513095,0.527997,0.735109,0.892210,0.224585,0.173380,0.134052,0.249987,0.393194,0.799754,0.630643,0.534898,0.459908,0.368444,0.475485,1.511394,0.704258,0.489916,0.394302,0.366983,0.333721
batch 2451,0.886550,0.696352,0.642254,0.630365,0.702554,0.629605,0.616310,0.475689,0.474244,0.526690,0.523565,0.743663,0.840138,0.241314,0.174290,0.139030,0.278213,0.403395,0.758153,0.592878,0.508576,0.460845,0.386159,0.419015,1.477076,0.721533,0.516956,0.430945,0.365039,0.353862
batch 2452,0.892454,0.702671,0.647423,0.644248,0.708936,0.607693,0.584589,0.459532,0.456761,0.513775,0.525256,0.725908,0.824417,0.214681,0.173740,0.126414,0.275908,0.392626,0.791120,0.563609,0.535731,0.509376,0.400074,0.473412,1.609630,0.695437,0.506463,0.436242,0.398606,0.324291
batch 2453,0.762888,0.632767,0.619044,0.629481,0.702862,0.559333,0.564997,0.474251,0.473601,0.534698,0.514566,0.729942,0.746474,0.259006,0.165948,0.138846,0.263035,0.382405,0.697379,0.506132,0.468487,0.432318,0.427096,0.490205,1.466627,0.699809,0.534810,0.470949,0.415990,0.372981
batch 2454,0.749254,0.641287,0.604262,0.608113,0.662638,0.590157,0.576173,0.458785,0.459362,0.523535,0.529127,0.735741,0.685884,0.250080,0.171629,0.137310,0.272154,0.395924,0.746326,0.580425,0.512838,0.440545,0.404203,0.452037,1.508248,0.765889,0.547255,0.469655,0.403361,0.362937
batch 2455,0.789116,0.663006,0.614704,0.642715,0.759998,0.619126,0.577963,0.479095,0.482520,0.541481,0.489720,0.755570,0.799935,0.220941,0.172412,0.135100,0.281683,0.405723,0.703193,0.543525,0.494674,0.528439,0.360475,0.505931,1.498871,0.706167,0.527984,0.472248,0.395766,0.366676
batch 2456,0.743789,0.606590,0.597260,0.592722,0.636756,0.599208,0.556619,0.456296,0.450277,0.515578,0.503857,0.718877,0.737241,0.263819,0.184352,0.134123,0.254779,0.393850,0.698916,0.519077,0.470562,0.419318,0.402417,0.452533,1.440943,0.687804,0.535573,0.439563,0.431900,0.376937
batch 2457,0.800739,0.653285,0.631278,0.649257,0.771634,0.634040,0.567691,0.485421,0.492817,0.538740,0.510982,0.708909,0.781074,0.238756,0.166058,0.136472,0.277353,0.385034,0.703847,0.557869,0.487439,0.437858,0.403657,0.471965,1.482180,0.703297,0.539839,0.459278,0.392656,0.358212
batch 2458,0.768769,0.630341,0.606082,0.607141,0.667411,0.603980,0.574900,0.465684,0.468478,0.526476,0.534050,0.766598,0.708728,0.261685,0.179606,0.140761,0.278643,0.413085,0.728717,0.562931,0.484538,0.434799,0.376192,0.460593,1.442497,0.726158,0.516904,0.428295,0.416618,0.377682
batch 2459,0.822697,0.653259,0.655979,0.643833,0.688965,0.583437,0.572849,0.476919,0.470690,0.530579,0.535898,0.744428,0.767719,0.248946,0.162834,0.135514,0.283770,0.399440,0.726914,0.550389,0.476516,0.423385,0.388640,0.490141,1.456428,0.712018,0.540195,0.479773,0.417076,0.364766
batch 2460,0.804048,0.659802,0.598864,0.615127,0.680729,0.627238,0.557031,0.452929,0.461652,0.532647,0.537937,0.763671,0.764027,0.232718,0.162769,0.129393,0.276612,0.417395,0.812409,0.586726,0.514487,0.445296,0.431915,0.432066,1.610105,0.758707,0.552195,0.459651,0.408353,0.350036
batch 2461,0.736722,0.615160,0.589958,0.622471,0.701582,0.625742,0.564944,0.471072,0.471773,0.543614,0.525606,0.792189,0.699113,0.256296,0.184672,0.154208,0.290758,0.433618,0.745018,0.553202,0.446916,0.452168,0.426457,0.456523,1.506178,0.707351,0.514596,0.435097,0.389016,0.355506
batch 2462,0.783033,0.640842,0.605957,0.621358,0.705588,0.609878,0.549970,0.461367,0.471346,0.518255,0.509783,0.731952,0.751084,0.232184,0.166379,0.132959,0.315230,0.402548,0.726868,0.557334,0.459265,0.442543,0.445011,0.454820,1.366603,0.654885,0.503157,0.450522,0.385778,0.333672
batch 2463,0.949974,0.678457,0.618784,0.614924,0.682838,0.596596,0.647298,0.483014,0.476787,0.536236,0.546740,0.765635,0.894749,0.225201,0.156159,0.137074,0.278446,0.406368,0.760718,0.578972,0.551672,0.448914,0.392741,0.437678,1.500682,0.714665,0.532289,0.436272,0.372380,0.319535
batch 2464,0.736300,0.619784,0.594563,0.595982,0.662297,0.585612,0.566451,0.472557,0.475584,0.533438,0.513811,0.750190,0.710589,0.266440,0.186499,0.141435,0.265980,0.414617,0.719085,0.534075,0.486550,0.427396,0.358690,0.468660,1.512361,0.723979,0.516268,0.479329,0.422309,0.377709
batch 2465,0.730368,0.624470,0.592593,0.615467,0.709449,0.585678,0.528396,0.463345,0.459242,0.518092,0.522610,0.755571,0.703519,0.244665,0.177127,0.147439,0.271262,0.395969,0.734296,0.528051,0.476769,0.457872,0.426560,0.476506,1.500251,0.725542,0.567683,0.465806,0.421384,0.373937
batch 2466,0.706753,0.600579,0.589590,0.625487,0.720030,0.596681,0.509420,0.462176,0.472941,0.518478,0.501522,0.753669,0.655403,0.251546,0.172300,0.146690,0.275477,0.412849,0.680883,0.524189,0.461964,0.422664,0.400637,0.467002,1.451663,0.726849,0.542795,0.454349,0.432192,0.380634
batch 2467,0.809668,0.652966,0.633724,0.657478,0.733136,0.643265,0.587358,0.476973,0.484555,0.541898,0.541420,0.760757,0.778502,0.254856,0.154991,0.135958,0.283391,0.429139,0.754286,0.550059,0.484635,0.442177,0.418418,0.476769,1.459752,0.723670,0.538770,0.476001,0.421863,0.379684
batch 2468,0.805553,0.639805,0.650694,0.627435,0.715438,0.615671,0.539997,0.464897,0.463991,0.530741,0.520441,0.748703,0.778412,0.211514,0.151161,0.145663,0.275608,0.398927,0.791090,0.615717,0.523408,0.463704,0.443852,0.429287,1.569052,0.773963,0.512230,0.418242,0.385321,0.335897
batch 2469,0.702196,0.591016,0.578981,0.597597,0.697119,0.642100,0.570026,0.474762,0.484975,0.540296,0.529386,0.830682,0.687540,0.263198,0.171105,0.138544,0.295453,0.478323,0.710484,0.529170,0.458391,0.502894,0.400408,0.464760,1.523297,0.721854,0.533442,0.421981,0.417716,0.372980
batch 2470,0.806791,0.663025,0.609438,0.627074,0.671752,0.594943,0.579695,0.481246,0.487727,0.535502,0.511957,0.729172,0.754302,0.271017,0.191550,0.161646,0.261196,0.395421,0.673218,0.526854,0.475970,0.442644,0.383943,0.442742,1.483333,0.713102,0.532138,0.457031,0.406054,0.384821
batch 2471,0.770068,0.644733,0.613843,0.637513,0.709344,0.589853,0.590106,0.466044,0.469018,0.536714,0.531456,0.758291,0.737902,0.233169,0.159817,0.138705,0.288545,0.400831,0.739570,0.535934,0.453674,0.448100,0.430741,0.470717,1.418544,0.719893,0.521467,0.461195,0.400420,0.362453
batch 2472,0.774844,0.658643,0.584435,0.585668,0.689904,0.593317,0.568432,0.464106,0.476878,0.520213,0.507289,0.722092,0.718298,0.265275,0.186597,0.155750,0.271950,0.387901,0.702705,0.512924,0.468098,0.443860,0.393432,0.472576,1.499296,0.711789,0.545068,0.468069,0.422398,0.396785
batch 2473,0.744964,0.640215,0.617636,0.627847,0.703928,0.621382,0.555969,0.462901,0.467603,0.545064,0.541412,0.797303,0.692182,0.244719,0.169228,0.134853,0.289345,0.432505,0.717461,0.526435,0.434358,0.499140,0.437447,0.470506,1.480337,0.711702,0.531986,0.448710,0.447084,0.388729
batch 2474,0.720366,0.584351,0.596731,0.582049,0.675153,0.579128,0.524505,0.448048,0.456579,0.528189,0.525201,0.759441,0.655935,0.254960,0.171981,0.134542,0.268015,0.412747,0.698689,0.527272,0.483450,0.444097,0.348975,0.449215,1.472978,0.691698,0.517657,0.440005,0.402381,0.360937
batch 2475,0.739556,0.632014,0.592286,0.605033,0.653793,0.574075,0.557947,0.469171,0.466353,0.527250,0.511219,0.745413,0.699007,0.245709,0.169984,0.134980,0.264264,0.407807,0.721045,0.566360,0.477841,0.417408,0.364936,0.462577,1.463583,0.732045,0.532489,0.433878,0.410438,0.378661
batch 2476,0.799344,0.634114,0.564197,0.567706,0.644905,0.581140,0.616237,0.485478,0.498285,0.520527,0.508154,0.772477,0.775105,0.299230,0.182100,0.144629,0.257746,0.440229,0.687561,0.545175,0.486043,0.441718,0.399086,0.467933,1.449317,0.698138,0.527640,0.431355,0.427087,0.372685
batch 2477,0.811910,0.649807,0.642079,0.649092,0.742131,0.648083,0.568576,0.481474,0.477418,0.536335,0.519157,0.740770,0.820351,0.257004,0.166882,0.142243,0.303935,0.403911,0.733800,0.530396,0.483313,0.429474,0.383712,0.509870,1.538504,0.690471,0.528044,0.453787,0.408235,0.371161
batch 2478,0.712809,0.637342,0.590572,0.622916,0.659712,0.559936,0.539192,0.456892,0.455744,0.522037,0.523786,0.758946,0.654400,0.249421,0.173197,0.145935,0.276755,0.399771,0.751155,0.537664,0.468855,0.489864,0.407739,0.447411,1.536232,0.749369,0.564220,0.447954,0.432599,0.388250
batch 2479,0.719814,0.614979,0.584943,0.613877,0.648038,0.579822,0.551794,0.451522,0.452487,0.517341,0.523328,0.774435,0.633712,0.246085,0.169069,0.140327,0.279022,0.418686,0.734107,0.531483,0.443996,0.439639,0.413386,0.464833,1.535085,0.772088,0.575065,0.454922,0.437206,0.390972
batch 2480,0.790195,0.632079,0.607482,0.612340,0.677335,0.616987,0.587457,0.480113,0.480908,0.541653,0.522780,0.808006,0.715785,0.246800,0.178387,0.146221,0.289458,0.450597,0.789337,0.561972,0.466300,0.498918,0.419770,0.469678,1.668662,0.733786,0.557509,0.455851,0.412116,0.376776
batch 2481,0.760463,0.640649,0.592820,0.592219,0.680043,0.600314,0.566029,0.460518,0.457921,0.522520,0.521882,0.761687,0.699694,0.269080,0.167854,0.144319,0.267142,0.402651,0.746320,0.552142,0.458841,0.447321,0.424350,0.457801,1.586621,0.749300,0.543248,0.490018,0.420141,0.373919
batch 2482,0.779400,0.640725,0.584535,0.587704,0.622738,0.555229,0.574691,0.457418,0.466873,0.511722,0.499397,0.733146,0.834265,0.248416,0.177479,0.149716,0.249826,0.393735,0.758491,0.610874,0.551792,0.445258,0.405978,0.452162,1.440089,0.735407,0.517728,0.439046,0.368060,0.340029
batch 2483,0.867584,0.666356,0.646676,0.631410,0.714641,0.599704,0.583837,0.480772,0.475208,0.522732,0.516270,0.735507,0.831332,0.241174,0.180276,0.128302,0.271626,0.413976,0.648580,0.499674,0.489465,0.422763,0.396044,0.474054,1.350384,0.653287,0.505970,0.458219,0.402870,0.382946
batch 2484,0.877870,0.651860,0.625798,0.619826,0.711403,0.624308,0.599997,0.475047,0.475438,0.536589,0.511034,0.773036,0.842014,0.229343,0.171621,0.140088,0.289750,0.417173,0.777622,0.585455,0.487280,0.410612,0.397065,0.472365,1.516192,0.743751,0.523022,0.398831,0.394046,0.351789
batch 2485,0.800345,0.685610,0.626654,0.651858,0.742818,0.658408,0.551955,0.476162,0.475481,0.549590,0.533288,0.761399,0.798058,0.221030,0.156749,0.135512,0.300267,0.422097,0.770551,0.599597,0.507006,0.426647,0.388811,0.478553,1.531944,0.704980,0.543476,0.430350,0.395431,0.345419
batch 2486,0.732053,0.618459,0.580487,0.609778,0.682796,0.611102,0.580919,0.469248,0.468776,0.533374,0.521507,0.758577,0.723315,0.255768,0.176461,0.148999,0.276572,0.401895,0.718958,0.519448,0.445968,0.437830,0.389230,0.477953,1.473070,0.684139,0.547366,0.449350,0.401137,0.376524
batch 2487,0.831885,0.634788,0.589293,0.578466,0.609637,0.587135,0.582961,0.462385,0.483503,0.537173,0.536695,0.771159,0.844718,0.202925,0.146790,0.125194,0.259132,0.422838,0.793533,0.666051,0.594112,0.461316,0.413215,0.411645,1.625314,0.773019,0.497562,0.410924,0.327117,0.299914
batch 2488,0.810367,0.646029,0.621924,0.630991,0.720889,0.602598,0.593553,0.480767,0.479023,0.538463,0.515426,0.744377,0.767211,0.246963,0.165573,0.132180,0.282042,0.410343,0.746700,0.537260,0.470243,0.456237,0.457968,0.447536,1.571845,0.727591,0.560109,0.477386,0.403943,0.368692
batch 2489,0.845625,0.659269,0.663506,0.655667,0.757517,0.631196,0.572547,0.474905,0.473342,0.524930,0.526372,0.737214,0.850690,0.222870,0.159972,0.131355,0.296168,0.399879,0.764649,0.585456,0.526240,0.478344,0.426215,0.467073,1.632042,0.757544,0.551559,0.452817,0.391136,0.348056
batch 2490,0.770295,0.612156,0.573222,0.579098,0.667938,0.582798,0.629970,0.490695,0.494858,0.538482,0.514957,0.724520,0.798506,0.245972,0.188201,0.133321,0.260928,0.390794,0.751907,0.568919,0.521239,0.431181,0.415858,0.454126,1.525435,0.699002,0.518650,0.450984,0.395559,0.358377
batch 2491,0.825460,0.650427,0.606568,0.595097,0.644704,0.576857,0.634226,0.492253,0.488604,0.540520,0.548029,0.709823,0.815499,0.263851,0.163494,0.151436,0.264553,0.379206,0.763228,0.592746,0.536859,0.449582,0.414342,0.450786,1.543719,0.734572,0.538108,0.440192,0.401874,0.337693
batch 2492,0.785660,0.642990,0.604682,0.595338,0.676763,0.606196,0.554839,0.453825,0.461065,0.516361,0.511265,0.761489,0.687728,0.233695,0.161850,0.132979,0.267707,0.423105,0.693627,0.519638,0.479724,0.505041,0.371161,0.469366,1.496485,0.734427,0.553589,0.457747,0.429610,0.380133
batch 2493,0.774279,0.614851,0.586376,0.591524,0.656124,0.590630,0.572737,0.468825,0.468424,0.525468,0.514268,0.734977,0.713960,0.268104,0.164989,0.136807,0.274721,0.393473,0.706231,0.553341,0.485159,0.407600,0.372448,0.471222,1.475522,0.726737,0.534908,0.460616,0.411292,0.379625
batch 2494,0.762800,0.637366,0.613098,0.646888,0.693845,0.612937,0.550003,0.464125,0.468399,0.533819,0.523051,0.772636,0.731024,0.252982,0.161715,0.137054,0.278467,0.418855,0.726454,0.564361,0.474970,0.429283,0.401058,0.447830,1.555544,0.753711,0.560480,0.468001,0.415323,0.389507
batch 2495,0.788011,0.662582,0.621566,0.641588,0.659897,0.604717,0.567767,0.483604,0.475794,0.525313,0.509411,0.737470,0.739616,0.252040,0.166386,0.134235,0.271863,0.389210,0.719549,0.545807,0.511317,0.457966,0.411568,0.483064,1.565154,0.730409,0.540026,0.472251,0.429046,0.371964
batch 2496,0.778727,0.603193,0.604316,0.641186,0.733332,0.632034,0.571334,0.478607,0.480712,0.522104,0.500525,0.773673,0.731061,0.231277,0.169753,0.140583,0.276695,0.425042,0.691706,0.541474,0.486222,0.472212,0.388202,0.485933,1.434786,0.708230,0.529555,0.447100,0.423330,0.386667
batch 2497,0.782346,0.637234,0.624745,0.601589,0.675031,0.601818,0.540829,0.460433,0.474035,0.523681,0.517220,0.711036,0.772614,0.229174,0.165404,0.144450,0.267110,0.381102,0.748297,0.570452,0.495025,0.398899,0.386767,0.461369,1.346849,0.630033,0.460578,0.406990,0.379594,0.336328
batch 2498,0.737478,0.632514,0.600628,0.622092,0.715432,0.597816,0.555928,0.460248,0.463203,0.520877,0.514438,0.756780,0.718017,0.246003,0.173839,0.152861,0.276977,0.413731,0.729012,0.527708,0.489241,0.462579,0.411149,0.452886,1.510791,0.739368,0.556355,0.477213,0.410797,0.373923
batch 2499,0.756309,0.644646,0.605281,0.638511,0.751461,0.613249,0.566206,0.470616,0.473768,0.534586,0.517425,0.752515,0.687632,0.253135,0.175481,0.141701,0.284864,0.414149,0.701096,0.526400,0.457265,0.442489,0.411252,0.484993,1.526477,0.748261,0.547547,0.469329,0.431081,0.397962
batch 2500,0.782778,0.651794,0.606384,0.613717,0.696525,0.605874,0.573871,0.478483,0.472474,0.528062,0.509885,0.771112,0.726159,0.250460,0.172946,0.139742,0.274279,0.425302,0.707067,0.536896,0.471174,0.433241,0.408366,0.450628,1.537335,0.726981,0.540045,0.444679,0.428444,0.379424
batch 2501,0.834186,0.644785,0.590688,0.591889,0.646412,0.561049,0.561527,0.457485,0.472665,0.524731,0.537111,0.756630,0.779181,0.238335,0.154751,0.122562,0.263010,0.392696,0.793656,0.583026,0.532533,0.458507,0.425408,0.471451,1.509692,0.686371,0.498754,0.435018,0.376582,0.333838
