token,attention_sum
<s>,6.7424
본인,0.8935
<unk>,0.3723
<unk>(2),0.3233
<unk>(3),0.5242
모르는,1.1827
상황에서,0.7911
<unk>,0.3973
않는,0.7834
정보를,1.2626
<unk>,0.5383
건,1.3442
<unk>,0.2842
<unk>(2),0.5905
될,0.8153
것,0.7024
같다,0.2907
.,0.5837
</s>,0.5778
