6.749130487442016602e-01,1.294118259102106094e-02,1.355061400681734085e-02,1.508052274584770203e-02,5.942339543253183365e-03,5.105264019221067429e-03,7.982131093740463257e-03,9.487205184996128082e-03,1.195424981415271759e-02,9.761715307831764221e-03,2.052586153149604797e-02,8.001646026968955994e-03,6.255309097468852997e-03,1.086473092436790466e-02,4.568167962133884430e-03,4.080658778548240662e-03,6.166848819702863693e-03,1.008256711065769196e-02,8.349263109266757965e-03,8.306504227221012115e-03,1.039350591599941254e-02,7.932878099381923676e-03,9.477800689637660980e-03,1.772285252809524536e-02,1.072992477566003799e-02,1.124117989093065262e-02,9.039753116667270660e-03,8.477098308503627777e-03,1.053714193403720856e-02,1.343450881540775299e-02,1.843413896858692169e-02,1.865942962467670441e-02
3.310517668724060059e-01,4.074743092060089111e-01,3.799437731504440308e-02,2.561439014971256256e-02,1.677571609616279602e-02,8.090023882687091827e-03,6.396790035068988800e-03,5.365527234971523285e-03,1.001022383570671082e-02,8.547941222786903381e-03,1.753819361329078674e-02,2.923702122643589973e-03,1.732011558488011360e-03,7.391277235001325607e-03,2.830829471349716187e-03,1.578525174409151077e-03,1.835919916629791260e-03,2.774076070636510849e-03,6.524940486997365952e-03,3.116585547104477882e-03,4.552594386041164398e-03,2.839982509613037109e-03,4.292257130146026611e-03,2.851744182407855988e-03,4.548394121229648590e-03,4.151501227170228958e-03,1.724243164062500000e-03,3.875536844134330750e-03,3.674131352454423904e-03,7.444935850799083710e-03,2.673552557826042175e-02,2.774201333522796631e-02
3.248328566551208496e-01,2.158832363784313202e-02,4.315383434295654297e-01,5.307931080460548401e-02,9.276555851101875305e-03,8.025211282074451447e-03,1.111887674778699875e-02,2.258206903934478760e-02,1.432279776781797409e-02,8.442160673439502716e-03,8.215246722102165222e-03,3.402777714654803276e-03,2.931755268946290016e-03,8.061624132096767426e-03,3.155772574245929718e-03,2.153457375243306160e-03,1.571147702634334564e-03,6.618455518037080765e-03,2.605447312816977501e-03,4.073867108672857285e-03,1.788381836377084255e-03,1.573214307427406311e-03,2.727192360907793045e-03,2.741551026701927185e-03,7.573398761451244354e-03,3.470516530796885490e-03,1.109650591388344765e-03,2.174987923353910446e-03,3.604774130508303642e-03,1.206316053867340088e-02,6.723647471517324448e-03,6.853488273918628693e-03
4.255771338939666748e-01,2.384225279092788696e-02,3.927333652973175049e-02,9.387956559658050537e-02,3.460902255028486252e-03,3.686383832246065140e-03,5.524314939975738525e-03,9.617121890187263489e-03,1.314738206565380096e-02,1.697779446840286255e-02,1.066752076148986816e-01,4.330927040427923203e-03,2.487354679033160210e-03,5.647466517984867096e-03,1.761622144840657711e-03,1.297309761866927147e-03,1.378142856992781162e-03,8.175645023584365845e-03,7.077530957758426666e-03,5.715643055737018585e-03,4.393218085169792175e-03,3.551691770553588867e-03,6.101037375628948212e-03,9.445398114621639252e-03,8.003661409020423889e-03,6.516192108392715454e-03,5.273231770843267441e-03,4.661487415432929993e-03,1.157508790493011475e-02,4.975333437323570251e-02,5.608043074607849121e-02,5.511217564344406128e-02
4.687406122684478760e-01,2.389789558947086334e-02,5.099322646856307983e-02,2.895617112517356873e-02,6.779731251299381256e-03,4.376053810119628906e-03,1.239876076579093933e-02,1.010181475430727005e-02,2.172732353210449219e-02,1.402429211884737015e-02,1.217532604932785034e-01,7.895605638623237610e-03,5.561079364269971848e-03,1.605169475078582764e-02,2.030534436926245689e-03,1.359063666313886642e-03,2.203802578151226044e-03,8.714772760868072510e-03,8.951216004788875580e-03,3.014508169144392014e-03,4.771052859723567963e-03,4.536914639174938202e-03,6.144740618765354156e-03,1.296246983110904694e-02,1.063513569533824921e-02,1.091068051755428314e-02,1.001302804797887802e-02,1.088329963386058807e-02,1.527686417102813721e-02,3.186270967125892639e-02,3.129517287015914917e-02,3.117654286324977875e-02
2.997714877128601074e-01,2.772539667785167694e-02,1.023208163678646088e-02,1.556013361550867558e-03,2.153856158256530762e-01,6.296148151159286499e-02,7.164298743009567261e-02,3.963398188352584839e-02,3.708298131823539734e-02,6.487703323364257812e-02,1.604245416820049286e-02,9.690480073913931847e-04,6.020856089890003204e-04,4.063015803694725037e-03,1.284476183354854584e-02,9.052108973264694214e-03,1.083078794181346893e-02,1.625119708478450775e-02,8.297775872051715851e-03,1.252053212374448776e-02,6.471112370491027832e-03,5.623113363981246948e-03,9.990954771637916565e-03,3.960467409342527390e-03,1.205534953624010086e-02,5.830359179526567459e-03,2.874779049307107925e-03,1.862373901531100273e-03,1.657113665714859962e-03,4.150770604610443115e-03,1.157937664538621902e-02,1.160143502056598663e-02
3.378397822380065918e-01,8.826869539916515350e-03,5.446066334843635559e-02,1.393832825124263763e-02,1.046091224998235703e-02,1.307253167033195496e-02,1.510800700634717941e-02,3.380462825298309326e-01,4.144778102636337280e-02,1.727690733969211578e-02,1.584382355213165283e-02,2.446515252813696861e-03,1.801996841095387936e-03,4.649901762604713440e-03,3.686381038278341293e-03,3.348825266584753990e-03,3.749064635485410690e-03,7.397384382784366608e-03,7.806535810232162476e-03,7.739729247987270355e-03,6.272105500102043152e-03,9.879501536488533020e-03,7.384345866739749908e-03,7.069134153425693512e-03,1.363566610962152481e-02,8.629911579191684723e-03,2.738137030974030495e-03,3.439384046941995621e-03,4.460643045604228973e-03,7.012038026005029678e-03,1.034318469464778900e-02,1.018773205578327179e-02
5.207792520523071289e-01,1.039865799248218536e-02,9.691833518445491791e-03,6.633374840021133423e-03,9.039299562573432922e-03,7.647860329598188400e-03,1.001766882836818695e-02,2.037757821381092072e-02,1.843651384115219116e-01,2.402881532907485962e-02,2.609353139996528625e-02,2.681181067600846291e-03,1.748107606545090675e-03,8.954426273703575134e-03,6.344548426568508148e-03,4.182438831776380539e-03,3.745431778952479362e-03,1.276181545108556747e-02,6.258732639253139496e-03,7.847204804420471191e-03,1.710541918873786926e-02,7.820839062333106995e-03,7.913459092378616333e-03,9.587517008185386658e-03,8.291464298963546753e-03,5.890471395105123520e-03,6.906223483383655548e-03,6.551184691488742828e-03,6.378915160894393921e-03,1.004295609891414642e-02,1.500140689313411713e-02,1.491331495344638824e-02
3.295437693595886230e-01,1.366623025387525558e-02,1.822210103273391724e-02,7.142331451177597046e-03,5.419723223894834518e-03,3.922003321349620819e-03,5.202169064432382584e-03,1.154122315347194672e-02,1.033459790050983429e-02,3.203319311141967773e-01,2.920629456639289856e-02,7.233229465782642365e-03,5.716775078326463699e-03,7.141378242522478104e-03,1.407264359295368195e-02,1.045827846974134445e-02,5.224917083978652954e-03,2.721216902136802673e-02,3.461542772129178047e-03,1.213055010885000229e-02,4.269616678357124329e-03,1.579592749476432800e-02,2.332045137882232666e-02,1.026495173573493958e-02,6.699993275105953217e-03,1.019831281155347824e-02,7.758170366287231445e-03,6.091168615967035294e-03,9.262038394808769226e-03,1.694471947848796844e-02,2.114649862051010132e-02,2.106424793601036072e-02
5.087284445762634277e-01,1.184010878205299377e-02,7.568620145320892334e-03,9.747158735990524292e-03,5.498462356626987457e-03,4.239446483552455902e-03,6.049795541912317276e-03,8.672798052430152893e-03,1.789232715964317322e-02,4.816286638379096985e-02,7.199736684560775757e-02,1.623291894793510437e-02,9.025868959724903107e-03,1.626400463283061981e-02,4.635033197700977325e-03,4.042721353471279144e-03,4.244979470968246460e-03,3.237777948379516602e-02,5.673173815011978149e-03,1.044201664626598358e-02,6.296847015619277954e-03,7.445308379828929901e-03,7.990431040525436401e-03,2.422562986612319946e-02,1.388638466596603394e-02,1.162012852728366852e-02,7.540081162005662918e-03,8.984168060123920441e-03,1.871662586927413940e-02,2.808448486030101776e-02,3.095816075801849365e-02,3.091583773493766785e-02
3.108749985694885254e-01,7.364060264080762863e-03,4.133109934628009796e-03,3.156690392643213272e-03,9.203535504639148712e-03,7.110317237675189972e-03,9.117865934967994690e-03,1.673284173011779785e-02,2.106680162250995636e-02,2.798115089535713196e-02,4.399965703487396240e-02,2.352427691221237183e-03,1.354015432298183441e-03,6.867408752441406250e-03,1.472456566989421844e-02,1.202637143433094025e-02,1.023234706372022629e-02,3.305502235889434814e-02,1.271435432136058807e-02,1.068352255970239639e-02,1.504448428750038147e-02,9.496508166193962097e-03,1.305149495601654053e-02,2.677786350250244141e-02,1.395655423402786255e-01,1.119420453906059265e-01,1.839810237288475037e-02,3.732169046998023987e-02,1.746102981269359589e-02,1.284908689558506012e-02,1.658346690237522125e-02,1.675760932266712189e-02
3.427019715309143066e-01,8.145190775394439697e-03,1.192671619355678558e-02,4.289891570806503296e-03,1.027825474739074707e-02,7.428804412484169006e-03,5.517081357538700104e-03,1.856204867362976074e-02,1.930848136544227600e-02,1.253473944962024689e-02,2.583150751888751984e-02,1.184725537896156311e-01,8.698280900716781616e-02,1.698924042284488678e-02,1.839833334088325500e-02,1.070058438926935196e-02,6.519501097500324249e-03,4.331075400114059448e-02,1.303691044449806213e-02,1.016082800924777985e-02,9.835802949965000153e-03,7.118557579815387726e-03,5.424930714070796967e-03,1.398470811545848846e-02,2.354272082448005676e-02,3.014657460153102875e-02,2.096739597618579865e-02,1.898981258273124695e-02,1.375057175755500793e-02,1.633269712328910828e-02,2.418729290366172791e-02,2.462276816368103027e-02
3.201578259468078613e-01,6.101617589592933655e-03,7.251371163874864578e-03,2.783366478979587555e-03,2.298880741000175476e-02,1.811571419239044189e-02,9.615050628781318665e-03,8.541472256183624268e-03,4.839335102587938309e-03,8.740884251892566681e-03,6.173587404191493988e-03,1.060002390295267105e-02,8.024713955819606781e-03,3.782385885715484619e-01,1.742494106292724609e-02,2.613794803619384766e-02,2.398860454559326172e-02,1.633644290268421173e-02,1.620343141257762909e-02,7.800234481692314148e-03,3.546436782926321030e-03,6.034640595316886902e-03,4.751170054078102112e-03,8.471013978123664856e-03,1.448516733944416046e-02,9.297797456383705139e-03,3.614888526499271393e-03,3.783968277275562286e-03,3.311860840767621994e-03,4.623574670404195786e-03,8.951031602919101715e-03,9.064484387636184692e-03
2.965042591094970703e-01,3.512934781610965729e-03,4.577837884426116943e-03,5.312528461217880249e-03,1.788945868611335754e-02,2.150685526430606842e-02,1.536918617784976959e-02,7.051396649330854416e-03,8.011822588741779327e-03,9.084282442927360535e-03,6.657621823251247406e-03,1.565229706466197968e-02,1.048599090427160263e-02,1.654692552983760834e-02,2.752916216850280762e-01,9.524419158697128296e-02,3.375166282057762146e-02,2.013835124671459198e-02,2.954215742647647858e-02,6.205850746482610703e-03,6.365178152918815613e-03,6.899156142026185989e-03,5.326468497514724731e-03,6.953754462301731110e-03,1.291693747043609619e-02,9.463256224989891052e-03,2.911548595875501633e-03,2.410308690741658211e-03,2.877395134419202805e-03,6.987829692661762238e-03,1.910140737891197205e-02,1.944950968027114868e-02
3.151027560234069824e-01,4.599772859364748001e-03,7.988959550857543945e-03,5.401674192398786545e-03,3.929054364562034607e-03,5.430597811937332153e-03,3.810031805187463760e-03,1.712557114660739899e-02,1.334828510880470276e-02,1.998277381062507629e-02,1.205682568252086639e-02,2.086438005790114403e-03,1.650414662435650826e-03,6.125211715698242188e-03,9.601247496902942657e-03,1.014927029609680176e-02,9.871199727058410645e-03,3.836427330970764160e-01,6.582641974091529846e-03,1.115684118121862411e-02,1.128620002418756485e-02,1.772684417665004730e-02,1.912635564804077148e-02,1.341379527002573013e-02,1.796236261725425720e-02,1.435962505638599396e-02,3.646467812359333038e-03,3.241119440644979477e-03,5.303598009049892426e-03,8.226583711802959442e-03,1.790053583681583405e-02,1.816417276859283447e-02
