8.416337519884109497e-02,3.322732746601104736e-01,1.826220601797103882e-01,1.658043712377548218e-01,9.128361195325851440e-02,5.611557140946388245e-02,5.256451200693845749e-03,4.336055833846330643e-03,1.866279914975166321e-02,1.192986685782670975e-02,2.955997735261917114e-02,2.125973696820437908e-04,4.216352826915681362e-04,6.942798499949276447e-04,1.613009371794760227e-04,1.875453279353678226e-03,7.263323757797479630e-03,7.363996934145689011e-03
3.862891495227813721e-01,1.270906720310449600e-02,4.322168976068496704e-02,1.981810927391052246e-01,1.362553983926773071e-01,8.285579830408096313e-02,4.176405258476734161e-03,9.657956659793853760e-03,2.641587518155574799e-02,1.651886850595474243e-02,1.183520630002021790e-02,3.815464908257126808e-03,1.378693501465022564e-03,3.091060183942317963e-02,2.192988526076078415e-03,5.547470413148403168e-03,1.388547103852033615e-02,1.415280252695083618e-02
1.720324903726577759e-01,2.359557710587978363e-02,3.509000688791275024e-02,1.869664788246154785e-01,1.037221327424049377e-01,1.315094232559204102e-01,5.156842991709709167e-03,4.002703819423913956e-03,5.129481106996536255e-02,2.056520991027355194e-02,1.781228370964527130e-02,1.861880999058485031e-03,1.097679953090846539e-03,3.165597096085548401e-02,3.420361783355474472e-03,2.124395780265331268e-02,9.366270899772644043e-02,9.530940651893615723e-02
2.081924490630626678e-02,5.196189042180776596e-03,9.587599895894527435e-03,1.654050871729850769e-02,4.019852727651596069e-02,5.824366807937622070e-01,1.214363127946853638e-01,4.168030247092247009e-02,6.556060165166854858e-02,8.603198826313018799e-02,4.011397715657949448e-03,1.278480631299316883e-04,8.086459711194038391e-04,1.283010817132890224e-03,1.139205560320988297e-04,4.648561007343232632e-04,1.821319572627544403e-03,1.880958792753517628e-03
1.012688223272562027e-02,1.671778853051364422e-03,3.680334426462650299e-03,5.267795175313949585e-03,7.115214597433805466e-03,5.786237120628356934e-01,8.616761118173599243e-02,4.007391631603240967e-02,1.003153473138809204e-01,1.586998850107192993e-01,5.954922642558813095e-03,5.565747414948418736e-05,3.916884816135279834e-05,1.435558515368029475e-04,3.537281372700817883e-05,1.835736184148117900e-04,9.123769705183804035e-04,9.328965679742395878e-04
3.206527617294341326e-04,4.028967669000849128e-05,3.357783498358912766e-05,1.196574248751858249e-05,4.779933806275948882e-05,3.862858051434159279e-03,2.063067406415939331e-01,4.201577231287956238e-02,4.235990941524505615e-01,2.917969524860382080e-01,3.052164800465106964e-02,3.582720455597154796e-05,2.286370545334648341e-05,9.667553240433335304e-05,3.944173658965155482e-05,1.807680673664435744e-04,5.300745251588523388e-04,5.370604339987039566e-04
2.981935540447011590e-05,1.777301463334879372e-06,1.166868969448842108e-05,2.244474899271153845e-06,2.028146445809397846e-05,6.007179617881774902e-04,2.344570588320493698e-03,1.428985968232154846e-02,1.805742979049682617e-01,7.197971940040588379e-01,7.810984551906585693e-02,4.226234523230232298e-05,2.133116504410281777e-05,1.861652126535773277e-03,4.964937688782811165e-04,6.340155960060656071e-04,5.823910469189286232e-04,5.796018522232770920e-04
3.745087815332226455e-05,6.025634775141952559e-06,1.735565820126794279e-05,1.165654339274624363e-06,7.124390776880318299e-06,2.279991022078320384e-04,1.909904647618532181e-03,5.259485915303230286e-03,1.386169046163558960e-01,6.726536154747009277e-01,1.776883900165557861e-01,5.117980981594882905e-05,1.227289703820133582e-05,8.877973305061459541e-04,2.992496301885694265e-04,5.406299605965614319e-04,8.940204861573874950e-04,8.894265047274529934e-04
5.550220375880599022e-04,3.739589592441916466e-04,2.164520119549706578e-04,4.496098699746653438e-05,8.334704034496098757e-05,6.478977738879621029e-04,2.813455276191234589e-02,6.493750959634780884e-02,5.083750933408737183e-02,3.394237160682678223e-01,5.090668201446533203e-01,1.248178654350340366e-03,2.726985258050262928e-04,7.346983766183257103e-04,3.415361861698329449e-04,5.211101379245519638e-04,1.275066868402063847e-03,1.284984638914465904e-03
6.731448229402303696e-04,5.957587854936718941e-04,4.616372752934694290e-04,7.502669177483767271e-05,7.535747863585129380e-05,2.423096884740516543e-04,1.184820756316184998e-02,2.308987826108932495e-02,2.108977176249027252e-02,8.401537686586380005e-02,8.414652347564697266e-01,1.304825651459395885e-03,4.041727806907147169e-04,2.133153378963470459e-03,1.254382194019854069e-03,2.328469417989253998e-03,4.458753392100334167e-03,4.484558477997779846e-03
2.326723915757611394e-04,7.355279194598551840e-06,2.882593071262817830e-05,8.876345236785709858e-05,1.819319004425778985e-05,1.051815561368130147e-04,4.580570675898343325e-04,6.957774749025702477e-04,4.360056016594171524e-03,8.815747685730457306e-03,4.777339100837707520e-02,1.482203304767608643e-01,3.560142125934362411e-03,1.074986457824707031e-01,2.791721522808074951e-01,7.205361127853393555e-02,1.629719287157058716e-01,1.639391481876373291e-01
