4.728230461478233337e-02,7.700710743665695190e-02,8.789961785078048706e-02,4.252448678016662598e-02,4.814675450325012207e-02,4.784633219242095947e-02,1.798919215798377991e-02,2.868900448083877563e-02,4.946183785796165466e-02,5.767964944243431091e-02,8.576393127441406250e-02,1.819093897938728333e-02,2.000466734170913696e-02,5.281509459018707275e-02,4.119333252310752869e-02,1.052509471774101257e-01,8.646016567945480347e-02,8.579470962285995483e-02
4.651403520256280899e-03,1.863155484898015857e-04,3.125682706013321877e-04,1.169528841273859143e-04,1.102290407288819551e-04,1.159499370260164142e-04,7.402404211461544037e-03,2.656596014276146889e-03,2.034276491031050682e-03,2.074881922453641891e-03,4.958545323461294174e-03,7.035575807094573975e-02,7.060211300849914551e-01,3.224745020270347595e-02,7.874015718698501587e-02,4.889518767595291138e-02,1.942708902060985565e-02,1.969299465417861938e-02
4.120766185224056244e-03,3.547440515831112862e-03,6.049340125173330307e-03,8.606591261923313141e-03,8.134325034916400909e-03,7.392175495624542236e-03,1.071755308657884598e-02,5.882404278963804245e-03,8.544453419744968414e-03,8.240585215389728546e-03,8.225213736295700073e-02,5.112826451659202576e-02,5.017816424369812012e-01,1.144820302724838257e-01,9.103891998529434204e-02,4.589067399501800537e-02,2.086777053773403168e-02,2.132290415465831757e-02
1.022850396111607552e-03,2.220914393546991050e-05,4.041891952510923147e-05,3.997817475465126336e-05,3.828582339338026941e-05,2.620335180836264044e-05,4.935287404805421829e-03,2.069298876449465752e-03,1.562130171805620193e-03,1.715939142741262913e-03,3.185776062309741974e-03,8.018368482589721680e-02,8.284002542495727539e-01,1.852965727448463440e-02,2.415704168379306793e-02,1.512753032147884369e-02,9.360824711620807648e-03,9.582673199474811554e-03
2.782112220302224159e-03,1.808856963180005550e-03,3.215828444808721542e-03,4.999258555471897125e-03,4.095371812582015991e-03,3.970378078520298004e-03,8.125852793455123901e-03,5.222503561526536942e-03,8.389269933104515076e-03,8.377301506698131561e-03,9.134347736835479736e-02,6.492513418197631836e-02,5.612394213676452637e-01,1.204904019832611084e-01,5.312390625476837158e-02,2.495962195098400116e-02,1.626779511570930481e-02,1.666344702243804932e-02
1.080206944607198238e-03,2.428209154459182173e-05,3.945652133552357554e-05,4.977943899575620890e-05,4.719018033938482404e-05,3.228782225050963461e-05,5.681996233761310577e-03,2.498974790796637535e-03,1.693305093795061111e-03,2.161023672670125961e-03,3.847442334517836571e-03,9.491164237260818481e-02,8.313750028610229492e-01,1.586291007697582245e-02,1.654537767171859741e-02,8.969849906861782074e-03,7.492211181670427322e-03,7.687048520892858505e-03
3.095784457400441170e-03,1.735312980599701405e-03,3.037377493456006050e-03,5.512262694537639618e-03,4.095424432307481766e-03,4.295628983527421951e-03,7.486506830900907516e-03,5.087383091449737549e-03,1.078669913113117218e-02,1.187444198876619339e-02,1.305123418569564819e-01,7.416244596242904663e-02,5.345588922500610352e-01,1.161304563283920288e-01,4.181128740310668945e-02,1.752185262739658356e-02,1.397238299250602722e-02,1.432347483932971954e-02
1.820726320147514343e-03,3.971431215177290142e-05,6.133505667094141245e-05,8.413287287112325430e-05,8.113873627735301852e-05,5.802159648737870157e-05,7.260762155055999756e-03,3.246297128498554230e-03,2.518675755709409714e-03,3.688923083245754242e-03,7.059403229504823685e-03,1.161043792963027954e-01,8.007003664970397949e-01,1.704380661249160767e-02,1.651740260422229767e-02,8.094259537756443024e-03,7.705137133598327637e-03,7.915508002042770386e-03
4.105082713067531586e-03,1.713305595330893993e-03,3.168122610077261925e-03,6.395135074853897095e-03,4.829161800444126129e-03,5.277267657220363617e-03,8.290217258036136627e-03,5.592972971498966217e-03,1.396315544843673706e-02,1.660500466823577881e-02,2.091253995895385742e-01,7.930876314640045166e-02,4.803811013698577881e-01,9.559495002031326294e-02,3.010657615959644318e-02,1.242201216518878937e-02,1.140046585351228714e-02,1.172132138162851334e-02
2.779079601168632507e-03,4.539514338830485940e-05,7.643329445272684097e-05,1.181566185550764203e-04,1.192717754747718573e-04,8.272784180007874966e-05,1.006628386676311493e-02,4.572496749460697174e-03,3.933016210794448853e-03,5.808633286505937576e-03,1.115704979747533798e-02,1.390955597162246704e-01,7.660698294639587402e-01,1.782510615885257721e-02,1.494072843343019485e-02,7.438695523887872696e-03,7.823407649993896484e-03,8.048162795603275299e-03
4.642914980649948120e-03,1.365519594401121140e-03,2.900440013036131859e-03,6.273709703236818314e-03,4.837167914956808090e-03,5.083386320620775223e-03,9.008711203932762146e-03,6.207659840583801270e-03,1.609411649405956268e-02,1.930992864072322845e-02,2.723154127597808838e-01,8.378404378890991211e-02,4.396859407424926758e-01,8.190417289733886719e-02,1.949319615960121155e-02,8.381485939025878906e-03,9.214360266923904419e-03,9.497834369540214539e-03
