6.766886711120605469e-01,2.481739595532417297e-02,8.252501487731933594e-03,1.535129081457853317e-02,2.367312647402286530e-02,3.036257438361644745e-02,8.188932202756404877e-03,4.642875865101814270e-03,2.920717187225818634e-02,1.155924238264560699e-02,2.098231203854084015e-02,5.561398807913064957e-03,4.569136351346969604e-02,7.968425750732421875e-03,1.151327509433031082e-02,1.867700926959514618e-02,5.592456553131341934e-03,1.003414578735828400e-02,1.964679360389709473e-02,2.158908173441886902e-02
9.544470906257629395e-01,4.546916484832763672e-02,3.047734571737237275e-05,3.797136014327406883e-05,2.089385361614404246e-06,5.380486527428729460e-07,5.531012448045657948e-08,1.761978296599409077e-07,2.937939882485807175e-07,1.414350094819383230e-06,8.112631917356338818e-07,2.968973547012865311e-07,2.726999355218140408e-07,2.063012516373419203e-07,3.223042313038604334e-07,1.500083158134657424e-06,3.023938575097417925e-07,9.572171393301687203e-07,2.982480509672313929e-06,2.941201955763972364e-06
8.245055079460144043e-01,1.735280305147171021e-01,5.636909554596059024e-05,3.301709657534956932e-04,3.176659229211509228e-04,6.861141446279361844e-05,5.749147931055631489e-06,1.846867780841421336e-05,1.594138484506402165e-05,1.128777739722863771e-06,1.713317033136263490e-05,1.065455871867015958e-04,5.625206977128982544e-04,1.082394192053470761e-06,1.801609244012070121e-07,3.661787486635148525e-04,1.197544321485111141e-07,5.617195711238309741e-06,4.133650872972793877e-05,5.169931682758033276e-05
9.122835993766784668e-01,8.595124632120132446e-02,3.613958833739161491e-04,7.711856160312891006e-04,5.416357307694852352e-04,2.400251651124563068e-05,4.629251634469255805e-06,4.382726785934210056e-07,4.664563221012940630e-06,5.454180040942446794e-08,1.488247335146297701e-06,3.038283466594293714e-06,4.086007902515120804e-05,1.718028919128755660e-08,3.809149617950424727e-08,6.929396477062255144e-06,6.713044342632201733e-08,2.416192330656485865e-07,1.958881512109655887e-06,2.517776238164515235e-06
6.687204837799072266e-01,8.590805530548095703e-02,5.817034840583801270e-02,1.785081028938293457e-01,9.706585551612079144e-04,1.198597019538283348e-03,5.846753250807523727e-03,1.008728486340260133e-05,6.086037046770798042e-06,1.478466202797790174e-07,2.215784297732170671e-05,1.903730208141496405e-06,5.840985068061854690e-06,1.577170451128040440e-06,5.695412401109933853e-04,5.514074291568249464e-05,2.756797584879677743e-06,2.584382059467316139e-07,7.125154297682456672e-07,8.491124958709406201e-07
1.687736250460147858e-03,1.725746551528573036e-04,1.375530264340341091e-03,7.541561871767044067e-02,9.203947186470031738e-01,2.197217982029542327e-04,5.452070618048310280e-04,6.988106633798452094e-06,5.364033768273657188e-07,7.615845021291534067e-08,7.208516450418755994e-08,4.462018665662981221e-08,2.448828695378324483e-07,1.380201501888222992e-05,1.321533782174810767e-04,3.253587419749237597e-05,2.423083515168400481e-06,3.801999071129102958e-08,1.824107620507220417e-08,1.415175265861989828e-08
3.606807440519332886e-03,4.256180909578688443e-05,6.798530375817790627e-05,2.875965274870395660e-02,4.130881726741790771e-01,4.853550493717193604e-01,6.498876214027404785e-02,1.415474002897099126e-06,1.897034817375242710e-04,2.317106151394909830e-07,1.848032837870050571e-07,4.325141633731988122e-10,8.658425798557800590e-08,4.368022564449347556e-05,3.836531424894928932e-03,1.726280970615334809e-05,1.208772687277814839e-06,7.874952245856547961e-08,3.018069492100039497e-07,3.068598459776694654e-07
1.961864065378904343e-03,2.307476734131341800e-06,7.465601665899157524e-04,1.026637107133865356e-02,4.876394569873809814e-01,3.646885603666305542e-02,4.401358962059020996e-01,1.055538281798362732e-02,1.169238053262233734e-02,2.651242994033964351e-06,4.997195446776458994e-06,8.105065951724554907e-09,1.389905168736049745e-08,2.616368692542891949e-05,5.407620119513012469e-05,3.691214033096912317e-06,4.383697523735463619e-04,8.236919484261306934e-07,6.851708889143992565e-08,5.246108258916137856e-08
2.758789574727416039e-03,1.570771928527392447e-05,4.809010351891629398e-05,5.932737141847610474e-03,6.157696992158889771e-02,5.796446930617094040e-04,3.384198993444442749e-02,8.922927379608154297e-01,2.651139395311474800e-03,2.853784535545855761e-04,5.553010396397439763e-06,6.064719855203293264e-06,1.493502388427714322e-08,7.067361451618126011e-08,2.609656348795397207e-07,2.090088628392550163e-06,5.769887820861185901e-07,1.651027048410469433e-07,9.977308081943192519e-07,9.487595775681256782e-07
7.320968506974168122e-06,1.425013465450319927e-06,1.053389269145554863e-07,7.385902449641434941e-07,5.735756758440402336e-07,5.213892654865048826e-05,2.026174479397013783e-05,2.363592502661049366e-04,9.972848892211914062e-01,6.401910213753581047e-04,1.732544624246656895e-03,1.495278775109909475e-05,8.217899448936805129e-06,1.028094409605273540e-08,1.416206458770830068e-07,4.953142251906683668e-08,9.332435269016059465e-09,6.339174962732840868e-09,2.886443262184457126e-08,2.852983982393197948e-08
1.982207177206873894e-03,4.647747846320271492e-05,7.542834282503463328e-06,1.072983213816769421e-04,1.170097384601831436e-04,1.343181611446198076e-05,1.258217962458729744e-03,1.353748841211199760e-03,1.452128440141677856e-01,8.390620946884155273e-01,7.633218076080083847e-03,2.868322189897298813e-03,2.460741670802235603e-04,2.023087517954991199e-06,4.280856592231430113e-05,2.069556103378999978e-05,2.734936686010769336e-07,6.807493946325848810e-07,1.238082768395543098e-05,1.266269919142359868e-05
3.816058742813766003e-04,3.391582481526711490e-07,1.768655056366696954e-05,4.078392885276116431e-05,2.222413786512333900e-05,8.863838957040570676e-06,1.477159366913838312e-05,2.003681729547679424e-04,3.302523493766784668e-01,2.155294083058834076e-02,6.428904533386230469e-01,8.813127060420811176e-04,3.431787947192788124e-03,2.063267456833273172e-04,7.217725942609831691e-05,1.756266101438086480e-05,8.194381734938360751e-06,7.802774604215301224e-08,7.578064753488433780e-08,6.589037582216406008e-08
3.603087679948657751e-04,1.036146613841992803e-06,1.083749884855933487e-05,2.159542782464995980e-05,9.417865840077865869e-06,3.136635541522991844e-06,4.852596703130984679e-06,5.582824232988059521e-04,2.242201007902622223e-03,3.746620565652847290e-02,3.181092739105224609e-01,6.405090093612670898e-01,5.593868554569780827e-04,1.884654193418100476e-05,1.198413228848949075e-04,2.023683464358327910e-06,1.127506337184058793e-07,4.102535555716713134e-08,1.646622877160552889e-06,1.938592049555154517e-06
4.243587027303874493e-04,1.241693280462641269e-05,2.770460241663386114e-06,4.008342511951923370e-05,3.545958679751493037e-05,1.009531406452879310e-04,1.057719487107533496e-06,4.143051057781121926e-08,3.891894011758267879e-04,9.518881415715441108e-05,2.735680318437516689e-04,8.938508690334856510e-04,9.935153722763061523e-01,1.973022881429642439e-05,5.350001811166293919e-05,3.932375926524400711e-03,2.333869133508414961e-06,9.287285138270817697e-06,8.921421249397099018e-05,1.093250466510653496e-04
