4.409847036004066467e-02,2.739010155200958252e-01,1.358427703380584717e-01,1.535613089799880981e-01,5.937956646084785461e-02,4.293592646718025208e-03,1.142169930972158909e-03,1.124442322179675102e-03,7.555413059890270233e-03,4.659017547965049744e-03,1.960626337677240372e-03,7.760571897961199284e-04,3.848768072202801704e-03,1.792372204363346100e-04,4.577414947561919689e-04,6.960554048418998718e-03,4.980837181210517883e-02,9.021733701229095459e-02,8.015619963407516479e-02,8.007729053497314453e-02
9.164190888404846191e-01,2.526512742042541504e-02,2.465435862541198730e-02,9.345375001430511475e-03,1.794058596715331078e-03,1.162444590590894222e-03,9.574600844644010067e-04,6.438470445573329926e-04,5.792410229332745075e-04,8.698534657014533877e-05,3.257457283325493336e-04,1.276834955206140876e-04,4.612873890437185764e-04,9.718244109535589814e-05,6.876161205582320690e-05,1.530267036287114024e-04,6.586955860257148743e-03,3.568141255527734756e-03,4.013194236904382706e-03,3.690019482746720314e-03
3.633637428283691406e-01,1.813493669033050537e-02,2.606119401752948761e-02,2.401904761791229248e-02,1.891850866377353668e-02,6.844188552349805832e-03,2.645649760961532593e-02,3.965306095778942108e-03,5.405005998909473419e-03,1.295709703117609024e-02,4.180113784968852997e-03,2.323927124962210655e-03,3.122253576293587685e-03,4.061727668158710003e-04,2.532536163926124573e-03,4.739733785390853882e-02,4.353577271103858948e-02,9.153530746698379517e-02,1.439115703105926514e-01,1.549294888973236084e-01
1.970732957124710083e-01,9.079196490347385406e-03,7.625044323503971100e-03,7.639707997441291809e-03,1.422388385981321335e-02,1.858849450945854187e-02,7.624931167811155319e-03,7.855835370719432831e-03,1.192322839051485062e-02,3.993394225835800171e-02,5.317067261785268784e-03,5.066120531409978867e-03,1.070035994052886963e-02,2.726890088524669409e-04,1.619153772480785847e-03,4.612967371940612793e-02,3.603157773613929749e-02,1.013451293110847473e-01,2.218192517757415771e-01,2.501314282417297363e-01
8.978697061538696289e-01,1.230916939675807953e-02,4.675572738051414490e-03,4.589452873915433884e-03,7.955813780426979065e-03,1.887731836177408695e-03,8.917392231523990631e-03,5.604147445410490036e-03,1.869422267191112041e-03,4.148372448980808258e-03,5.125419702380895615e-03,2.561152447015047073e-03,4.059797618538141251e-03,4.003816575277596712e-04,4.256317042745649815e-04,3.562127705663442612e-03,1.007446274161338806e-02,8.349481970071792603e-03,7.642372045665979385e-03,7.972300052642822266e-03
7.122244834899902344e-01,7.561151869595050812e-03,5.671934690326452255e-03,8.906041271984577179e-03,1.328411791473627090e-02,1.147274486720561981e-02,1.088984427042305470e-03,7.379267481155693531e-04,2.331512048840522766e-02,3.246103646233677864e-03,2.322356885997578502e-04,1.346186734735965729e-03,1.541180256754159927e-02,2.290225966135039926e-04,2.382343809586018324e-04,6.390899885445833206e-03,6.062399223446846008e-02,4.576209187507629395e-02,4.089017212390899658e-02,4.136671125888824463e-02
9.612499475479125977e-01,9.541952051222324371e-03,1.539942924864590168e-03,1.422301866114139557e-03,9.574355790391564369e-04,8.895043283700942993e-03,2.193603431805968285e-04,3.755220677703619003e-04,5.841517355293035507e-03,4.551550373435020447e-04,4.797523142769932747e-04,1.290388318011537194e-04,8.841305389069020748e-04,1.142523105954751372e-04,3.744304558495059609e-05,2.517803222872316837e-04,2.240723231807351112e-03,1.157552935183048248e-03,2.064700005576014519e-03,2.142423996701836586e-03
7.436997890472412109e-01,9.781148284673690796e-03,5.050114355981349945e-03,4.975224845111370087e-03,3.971194382756948471e-03,7.592722028493881226e-02,7.521513383835554123e-03,9.248496033251285553e-03,4.364586621522903442e-02,1.429618615657091141e-02,3.389482619240880013e-03,1.923160860314965248e-03,4.059283528476953506e-03,3.662573581095784903e-04,7.709612837061285973e-04,6.102712359279394150e-03,1.036264654248952866e-02,1.074529718607664108e-02,2.153348177671432495e-02,2.262996509671211243e-02
2.867587208747863770e-01,2.226771321147680283e-03,3.381552523933351040e-04,3.910489322151988745e-04,1.454794895835220814e-03,2.031994052231311798e-02,1.242371834814548492e-02,1.054231915622949600e-02,6.751370616257190704e-03,2.611924111843109131e-01,2.997256629168987274e-02,2.386922575533390045e-02,2.409341000020503998e-02,1.063857460394501686e-03,5.109892226755619049e-03,1.155147552490234375e-01,2.016141545027494431e-03,1.036167051643133163e-02,8.330037444829940796e-02,1.022988259792327881e-01
8.832255005836486816e-01,5.156721454113721848e-04,1.519917532277759165e-05,1.160909778263885528e-05,3.088888115598820150e-05,2.623868873342871666e-03,1.694362843409180641e-03,2.061438746750354767e-03,5.186757771298289299e-04,2.812600880861282349e-02,6.746564805507659912e-02,4.013983067125082016e-03,4.559494089335203171e-03,8.638864383101463318e-04,6.993367569521069527e-04,2.545459428802132607e-03,3.561552875908091664e-05,4.693428491009399295e-05,4.242327122483402491e-04,5.222791805863380432e-04
