token,attention_sum
<s>,12.3882
본인,0.4168
스스⋄,0.5203
로가,0.4449
원⋄,1.0645
하는지,0.5251
아닌⋄,0.4425
지,0.2655
모르는,0.9786
상황에서,1.0327
원⋄,0.6567
치,0.3345
않는,0.4009
정보를,0.8269
오픈⋄,0.9799
하는,0.4236
건,0.3332
프라이⋄,0.7379
버⋄,0.2447
시,0.3923
침⋄,0.4004
해가,0.4379
될,0.6282
것,0.2703
같다,0.1265
.,0.3594
</s>,0.3674
