token,attention_sum
<s>,14.5066
본인,0.5574
스스⋄,0.6898
로가,0.4589
원⋄,0.3640
하는지,0.5119
아닌⋄,0.1992
지,0.2517
모르는,0.9876
상황에서,0.8571
원⋄,0.3107
치,0.1944
않는,0.2418
정보를,0.6118
오픈⋄,0.4372
하는,0.2432
건,0.3391
프라이⋄,0.5151
버⋄,0.2715
시,0.4222
침⋄,0.7369
해가,0.5603
될,0.5024
것,0.3780
같다,0.1698
.,0.3394
</s>,0.3421
