token,attention_sum
<s>,11.5931
본인,0.6150
스스⋄,0.3273
로가,0.4254
원⋄,0.6292
하는지,0.8804
아닌⋄,0.4978
지,0.3750
모르는,0.5133
상황에서,0.7188
원⋄,0.4949
치,0.4818
않는,0.5786
정보를,0.9321
오픈⋄,0.5708
하는,0.3446
건,1.6372
프라이⋄,0.3130
버⋄,0.3103
시,0.6625
침⋄,0.4650
해가,0.8578
될,0.9025
것,0.4476
같다,0.4052
.,0.5105
</s>,0.5100
