token,attention_sum
<s>,12.6254
본인,0.8365
스스⋄,0.2678
로가,0.6373
원⋄,0.8063
하는지,0.6235
아닌⋄,0.3950
지,0.6948
모르는,0.7655
상황에서,0.7132
원⋄,0.6686
치,0.2823
않는,0.4679
정보를,0.6627
오픈⋄,0.5019
하는,0.6423
건,0.7247
프라이⋄,0.4949
버⋄,0.4203
시,0.6011
침⋄,0.4589
해가,0.5888
될,0.5654
것,0.3532
같다,0.4960
.,0.3529
</s>,0.3528
