9.010835886001586914e-01,1.749547198414802551e-02,1.520535815507173538e-02,1.854381151497364044e-02,2.430974040180444717e-03,3.054641128983348608e-04,3.225964028388261795e-03,2.472578780725598335e-03,1.576381619088351727e-03,1.670187921263277531e-03,1.098752953112125397e-03,9.477979037910699844e-04,1.376823405735194683e-03,1.351211103610694408e-03,7.055180612951517105e-04,8.838323992677032948e-04,4.529914876911789179e-04,3.530860121827572584e-04,2.566724084317684174e-03,3.628408769145607948e-03,2.500799251720309258e-03,5.124856252223253250e-03,7.433187682181596756e-03,7.566263899207115173e-03
8.970396518707275391e-01,3.917845338582992554e-02,3.370401635766029358e-02,2.724470756947994232e-02,6.507330108433961868e-04,8.544701995560899377e-05,5.603923273156397045e-05,8.772776709520258009e-06,7.892886787885800004e-05,1.406826413585804403e-05,1.520384921605000272e-05,4.702417209045961499e-05,3.498805017443373799e-05,7.434123108396306634e-05,3.629081402323208749e-05,8.458000957034528255e-05,2.885520807467401028e-04,3.858359996229410172e-04,2.871550386771559715e-04,2.504865187802352011e-05,3.468125578365288675e-05,1.393413112964481115e-04,2.484295109752565622e-04,2.377282071392983198e-04
6.916576623916625977e-01,1.741509884595870972e-01,7.461371272802352905e-02,5.209375545382499695e-02,2.804646966978907585e-03,1.203005012939684093e-04,9.463156311539933085e-05,3.018031202373094857e-05,4.743325407616794109e-04,1.502569211879745126e-04,1.767417561495676637e-04,5.172786768525838852e-05,3.522054976201616228e-05,2.235747087979689240e-04,7.589985762024298310e-05,7.156236097216606140e-05,4.044957167934626341e-04,6.656692130491137505e-04,2.003972913371399045e-04,8.914815407479181886e-05,1.492416777182370424e-04,4.181277472525835037e-04,6.369281909428536892e-04,6.107988301664590836e-04
1.618191450834274292e-01,1.338070929050445557e-01,2.407449334859848022e-01,4.544458091259002686e-01,2.067096531391143799e-03,1.732931006699800491e-03,3.769953036680817604e-05,2.441740662106894888e-06,1.878871931694447994e-03,3.735914651770144701e-04,3.130533441435545683e-04,4.127131251152604818e-05,2.143771416740491986e-05,8.438265067525207996e-04,2.219146117568016052e-04,4.385034844744950533e-04,2.711647248361259699e-04,3.245323605369776487e-04,7.394405838567763567e-05,1.945902113220654428e-05,3.299466698081232607e-05,1.164151326520368457e-04,1.884317025542259216e-04,1.833753049140796065e-04
1.776689589023590088e-01,1.021802648901939392e-01,1.895757764577865601e-01,4.734356403350830078e-01,1.465885248035192490e-02,5.504055880010128021e-03,1.953700557351112366e-03,1.384106813929975033e-03,9.559658356010913849e-03,1.199979800730943680e-03,1.038171816617250443e-03,2.593076496850699186e-04,3.244379477109760046e-04,2.099379664286971092e-03,1.511735725216567516e-03,6.271057762205600739e-03,1.118572894483804703e-03,1.086901524104177952e-03,5.040116375312209129e-04,7.219412364065647125e-04,7.788965012878179550e-04,1.305093057453632355e-03,2.881565596908330917e-03,2.977941185235977173e-03
5.137954950332641602e-01,6.135130766779184341e-03,9.146934375166893005e-03,1.893759332597255707e-02,5.135467275977134705e-02,5.514185130596160889e-02,3.304350376129150391e-02,5.446841195225715637e-02,1.576548069715499878e-01,7.798378355801105499e-03,2.551612211391329765e-03,9.711538441479206085e-04,1.373649225570261478e-03,1.278898445889353752e-03,8.171472582034766674e-04,1.401414046995341778e-03,9.006597101688385010e-03,1.280998717993497849e-02,5.995085928589105606e-03,9.076133370399475098e-03,1.010494865477085114e-02,8.969771675765514374e-03,1.383698824793100357e-02,1.432974729686975479e-02
3.190733492374420166e-01,2.219066955149173737e-03,2.301778644323348999e-03,4.881742410361766815e-03,3.545808431226760149e-04,1.187233161181211472e-02,4.873709287494421005e-03,7.188752293586730957e-03,1.363595575094223022e-02,5.401434004306793213e-02,8.931556344032287598e-02,2.211812138557434082e-02,2.166005037724971771e-02,5.043800920248031616e-02,3.365969657897949219e-02,1.596448011696338654e-02,1.133517641574144363e-02,1.618422195315361023e-02,1.114098075777292252e-02,2.869144640862941742e-02,3.928411006927490234e-02,9.786811470985412598e-02,7.191222161054611206e-02,7.001212239265441895e-02
3.892382681369781494e-01,1.083410251885652542e-02,4.792123101651668549e-03,8.018968626856803894e-03,2.569120610132813454e-03,4.133943002671003342e-03,1.926082069985568523e-03,5.868011619895696640e-03,1.340534258633852005e-02,6.672191619873046875e-02,6.708817183971405029e-02,1.158052030950784683e-02,2.046672627329826355e-02,8.384250104427337646e-02,4.700279980897903442e-02,1.674564741551876068e-02,8.604911155998706818e-03,9.502733126282691956e-03,4.302426241338253021e-03,2.911311201751232147e-02,3.882631286978721619e-02,6.635730713605880737e-02,4.474923014640808105e-02,4.430975019931793213e-02
5.462465882301330566e-01,1.456597005017101765e-03,2.270470838993787766e-03,3.867456922307610512e-03,1.754908123984932899e-03,4.406468477100133896e-03,8.784592500887811184e-04,6.565384101122617722e-04,2.538407780230045319e-02,1.334196925163269043e-01,1.441514939069747925e-01,2.213707193732261658e-02,3.972515463829040527e-02,2.114623039960861206e-02,1.961741410195827484e-02,2.351828478276729584e-02,3.559458127710968256e-04,5.419973749667406082e-04,1.184351742267608643e-03,6.878384156152606010e-04,1.171409036032855511e-03,7.758151623420417309e-04,2.296436112374067307e-03,2.349314279854297638e-03
5.413244962692260742e-01,7.478691986761987209e-04,1.099508372135460377e-03,1.696506747975945473e-03,1.324496930465102196e-03,5.986783071421086788e-04,6.263206247240304947e-03,3.839758923277258873e-03,4.738311842083930969e-02,1.934764534235000610e-01,1.564392596483230591e-01,9.916450828313827515e-03,1.467773038893938065e-02,1.255487836897373199e-02,5.585663020610809326e-03,5.571814253926277161e-04,2.987665939144790173e-04,4.846802039537578821e-04,3.827283217106014490e-04,1.639102556509897113e-04,1.958266511792317033e-04,1.715343387331813574e-04,4.011616110801696777e-04,4.161546530667692423e-04
