2.935595214366912842e-01,2.351566404104232788e-01,5.348568782210350037e-02,4.013622552156448364e-02,2.607697620987892151e-02,4.846692457795143127e-02,6.644651293754577637e-02,2.238996699452400208e-02,3.660195693373680115e-02,4.133183881640434265e-02,2.582588605582714081e-02,1.857598684728145599e-02,1.777876354753971100e-02,1.087061781436204910e-02,1.308568101376295090e-02,1.476647797971963882e-02,1.004616543650627136e-02,1.267092023044824600e-02,1.272723637521266937e-02
6.286469101905822754e-01,4.733840003609657288e-03,6.995224952697753906e-02,1.410157382488250732e-01,1.052067726850509644e-01,3.052149526774883270e-02,1.646327786147594452e-03,5.048610270023345947e-03,5.878946976736187935e-04,2.783127827569842339e-03,1.150213414803147316e-03,4.617460537701845169e-03,1.442082808353006840e-03,1.826274092309176922e-03,2.544056333135813475e-04,1.563200639793649316e-04,9.738298103911802173e-05,1.541124511277303100e-04,1.587452570674940944e-04
5.639036297798156738e-01,6.469996878877282143e-05,1.332403998821973801e-02,5.559426173567771912e-02,1.299484223127365112e-01,1.132938563823699951e-01,9.719342924654483795e-03,6.459655612707138062e-02,3.269717469811439514e-02,4.077509045600891113e-03,2.755164401605725288e-03,4.002881702035665512e-03,1.680272165685892105e-03,3.376747481524944305e-03,6.904674810357391834e-04,4.686396641773171723e-05,3.771469346247613430e-05,9.627459076000377536e-05,9.411869541509076953e-05
5.177370309829711914e-01,8.596115367254242301e-05,7.046055980026721954e-03,2.330732159316539764e-02,6.817142665386199951e-02,1.562106907367706299e-01,2.716557309031486511e-02,1.116963326930999756e-01,7.004431635141372681e-02,7.054520305246114731e-03,2.569464268162846565e-03,4.521274007856845856e-03,1.612606574781239033e-03,1.717974198982119560e-03,6.752521148882806301e-04,6.157220195746049285e-05,4.787498619407415390e-05,1.390873803757131100e-04,1.356042048428207636e-04
5.673131942749023438e-01,3.316684524179436266e-05,2.396605908870697021e-03,4.903537221252918243e-03,1.776358112692832947e-02,1.344983130693435669e-01,3.026186488568782806e-02,1.721395552158355713e-01,5.819959938526153564e-02,7.085918914526700974e-03,2.426478080451488495e-03,1.078075729310512543e-03,9.003456798382103443e-04,5.283851642161607742e-04,2.465715806465595961e-04,5.426778443506918848e-05,4.095621261512860656e-05,6.484642653958871961e-05,6.475397822214290500e-05
9.533439576625823975e-02,4.265824100002646446e-04,3.509924979880452156e-03,6.891437340527772903e-03,2.395684830844402313e-02,1.306985169649124146e-01,1.828103512525558472e-02,2.624667286872863770e-01,4.275619387626647949e-01,4.005452618002891541e-03,1.421140134334564209e-02,2.163163153454661369e-03,1.886531128548085690e-03,1.719603314995765686e-03,6.450314540416002274e-04,1.199888414703309536e-03,1.366191310808062553e-03,1.860381918959319592e-03,1.814944436773657799e-03
1.755286380648612976e-02,1.970284152776002884e-03,3.303547156974673271e-03,4.295336548238992691e-03,6.391629576683044434e-03,5.357744544744491577e-02,4.024634510278701782e-02,2.298503965139389038e-01,1.396746635437011719e-01,2.503938376903533936e-01,1.559185832738876343e-01,2.418782934546470642e-02,2.201420441269874573e-02,1.962569542229175568e-02,1.563608087599277496e-02,1.478819176554679871e-03,1.952593331225216389e-03,5.973685067147016525e-03,5.956148263067007065e-03
2.515392899513244629e-01,2.443341509206220508e-05,8.427115972153842449e-04,7.069344865158200264e-04,1.681676716543734074e-03,2.187300100922584534e-02,5.756772588938474655e-03,3.076690137386322021e-01,3.491544127464294434e-01,5.792474839836359024e-03,4.337888211011886597e-02,4.903716035187244415e-03,3.828611690551042557e-03,1.975077204406261444e-03,6.081665051169693470e-04,5.118936314829625189e-05,2.987068000948056579e-05,9.288902947446331382e-05,9.089228115044534206e-05
7.161871194839477539e-01,5.029948079027235508e-04,1.978191430680453777e-04,2.410246524959802628e-04,2.790311409626156092e-04,2.179866656661033630e-03,1.567826257087290287e-03,4.763273987919092178e-03,1.451543271541595459e-01,1.204539649188518524e-02,3.873632848262786865e-02,5.315476283431053162e-02,4.901506472378969193e-03,8.579689078032970428e-03,2.543549751862883568e-03,2.792125800624489784e-03,2.941710641607642174e-03,1.645272364839911461e-03,1.586358644999563694e-03
3.538283705711364746e-01,1.092771184630692005e-03,3.571052511688321829e-04,6.362523417919874191e-04,6.609403062611818314e-04,1.007663668133318424e-03,4.183788970112800598e-02,6.048840004950761795e-04,7.323233410716056824e-03,2.763105183839797974e-02,2.712479606270790100e-02,2.341054975986480713e-01,2.963558770716190338e-02,5.650607869029045105e-02,1.764466166496276855e-01,1.839794404804706573e-02,3.246205393224954605e-03,9.616702795028686523e-03,9.940400719642639160e-03
