1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.060585856437683105e-01,1.939413994550704956e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.969732396304607391e-03,2.292021235916763544e-05,9.920072555541992188e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.404901295900344849e-01,1.056893030181527138e-03,8.064446598291397095e-02,7.778084278106689453e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.423619508743286133e-01,1.129071973264217377e-02,1.103360205888748169e-02,5.276140291243791580e-03,5.300376415252685547e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.811519384384155273e-02,5.393271203502081335e-05,1.352700777351856232e-02,2.120983321219682693e-03,8.973479853011667728e-04,9.352855682373046875e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.181806802749633789e-01,3.380839189048856497e-04,3.723872127011418343e-03,2.724008075892925262e-02,8.074386976659297943e-03,2.359863370656967163e-02,6.188442111015319824e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.346471250057220459e-01,3.166419453918933868e-03,1.873448956757783890e-03,8.721604943275451660e-03,2.172725461423397064e-02,1.418959628790616989e-02,2.697923779487609863e-02,6.886952519416809082e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.228387355804443359e-01,2.067565219476819038e-03,7.036264054477214813e-03,9.085209108889102936e-03,1.071154978126287460e-02,1.761103980243206024e-02,1.175769604742527008e-02,3.324412181973457336e-02,7.856477499008178711e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.408971473574638367e-02,1.921071438118815422e-03,2.473589265719056129e-04,3.057748253922909498e-04,9.252137388102710247e-04,2.588064176961779594e-03,8.674975833855569363e-04,1.853668480180203915e-03,5.663906224071979523e-03,9.715377688407897949e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.307486981153488159e-01,1.614355947822332382e-03,3.595398447941988707e-04,1.059771142899990082e-02,9.512472897768020630e-03,6.845438037998974323e-04,2.728613466024398804e-02,5.423325672745704651e-02,3.728860989212989807e-02,4.008307680487632751e-02,5.875916481018066406e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.269403263926506042e-02,3.009184438269585371e-04,7.616395305376499891e-05,4.255897947587072849e-04,2.250545658171176910e-03,3.327837330289185047e-04,2.604755864012986422e-04,7.400736212730407715e-03,1.234598830342292786e-02,3.440980985760688782e-02,6.813114043325185776e-03,9.126897454261779785e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.189657449722290039e-01,8.480723947286605835e-03,6.231460720300674438e-03,1.544084050692617893e-03,2.415801398456096649e-02,1.105286646634340286e-02,7.222108542919158936e-03,1.815115660429000854e-02,1.224177144467830658e-02,3.478658944368362427e-02,1.451473869383335114e-02,3.599965944886207581e-02,2.066510617733001709e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.136556178331375122e-02,1.122105750255286694e-03,2.111443784087896347e-03,7.760355365462601185e-04,1.452791388146579266e-03,3.440904431045055389e-03,6.080621387809514999e-04,7.787189679220318794e-04,1.454399432986974716e-03,3.302156180143356323e-02,3.463363507762551308e-03,8.955096825957298279e-03,3.115778416395187378e-02,8.602921366691589355e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.062592983245849609e-01,2.505490556359291077e-03,1.245463732630014420e-03,2.679488854482769966e-03,3.407801501452922821e-03,5.417329957708716393e-04,1.019787322729825974e-02,5.704469047486782074e-03,3.444070462137460709e-03,1.305697951465845108e-03,2.828981727361679077e-02,1.617898419499397278e-02,1.711647212505340576e-02,1.461280137300491333e-02,4.865105152130126953e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.697753310203552246e-01,9.861983358860015869e-03,3.176938975229859352e-03,9.378403774462640285e-04,4.205119330435991287e-03,5.997634958475828171e-03,3.111275145784020424e-03,1.875311369076371193e-03,3.246387466788291931e-03,4.123244434595108032e-03,1.289493055082857609e-03,5.925768055021762848e-04,1.460880623199045658e-03,2.970701316371560097e-03,3.796189790591597557e-03,1.835791021585464478e-01,0.000000000000000000e+00
8.412914723157882690e-02,6.739593110978603363e-03,4.112364258617162704e-04,8.059531101025640965e-04,2.268037525936961174e-03,4.945022519677877426e-04,2.029358875006437302e-03,2.408051805105060339e-04,2.997008850798010826e-04,1.931888982653617859e-04,7.902337820269167423e-04,5.659407906932756305e-05,1.705625254544429481e-05,2.790828330034855753e-05,2.062334096990525723e-04,1.184859778732061386e-03,9.001057147979736328e-01
