<s>	9.790742
본인	0.733135
스스⋄	0.562435
로가	0.528270
원⋄	1.272173
하는지	0.770195
아닌⋄	0.529100
지	0.358154
모르는	0.846689
상황에서	1.357022
원⋄	0.737276
치	0.366352
않는	0.502065
정보를	1.063897
오픈⋄	1.234224
하는	0.480520
건	0.268770
프라이⋄	0.815431
버⋄	0.181491
시	0.382100
침⋄	0.508265
해가	0.624473
될	0.454347
것	0.270375
같다	0.254493
.	0.544264
</s>	0.563745
