1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.417863488197326660e-01,5.821366980671882629e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.213597178459167480e-01,5.536444112658500671e-02,2.327584661543369293e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.510743618011474609e-01,3.338563442230224609e-02,5.837529432028532028e-03,9.702437557280063629e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.710758924484252930e-01,1.347181666642427444e-02,3.414578502997756004e-03,6.068378686904907227e-03,5.969382356852293015e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.614515304565429688e-01,1.455790549516677856e-02,3.619661321863532066e-03,4.613948054611682892e-03,2.898989478126168251e-03,1.285794004797935486e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.525561928749084473e-01,1.146217714995145798e-02,1.628120779059827328e-03,3.123268019407987595e-03,4.922415129840373993e-03,1.292777154594659805e-02,1.337997522205114365e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.831749796867370605e-01,6.949155125766992569e-03,1.126646995544433594e-03,1.410327618941664696e-03,4.932086449116468430e-04,1.465525128878653049e-03,7.722207228653132915e-04,4.608008544892072678e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.544478654861450195e-01,4.177807830274105072e-03,1.467710477299988270e-03,1.088254037313163280e-03,3.627112309914082289e-04,3.589300904422998428e-03,4.140842705965042114e-03,4.142847377806901932e-03,2.658264711499214172e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.654033541679382324e-01,6.877624429762363434e-03,3.842154052108526230e-03,1.416450715623795986e-03,2.397407079115509987e-04,1.734794117510318756e-03,6.300393142737448215e-04,4.749359504785388708e-04,5.198980215936899185e-03,1.141820177435874939e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.520595431327819824e-01,1.236607134342193604e-02,1.646764203906059265e-02,5.497782491147518158e-03,1.410156837664544582e-03,2.455289009958505630e-03,2.622144995257258415e-03,7.351347012445330620e-04,9.245684370398521423e-03,5.824776366353034973e-02,3.889281675219535828e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.473165988922119141e-01,1.279120147228240967e-02,6.994539871811866760e-03,4.459185060113668442e-03,1.142922090366482735e-03,3.121832385659217834e-03,2.634416799992322922e-03,1.732572563923895359e-03,2.955420315265655518e-02,6.554187089204788208e-02,3.241036087274551392e-02,9.230033308267593384e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.796761751174926758e-01,1.746728457510471344e-02,1.031492091715335846e-02,4.839222878217697144e-03,2.212102524936199188e-03,1.443382236175239086e-03,2.871239557862281799e-03,2.407508669421076775e-03,1.119303610175848007e-02,1.141111850738525391e-01,3.922343254089355469e-02,1.081925109028816223e-01,6.048016250133514404e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.700780987739562988e-01,2.069460041821002960e-02,8.861308917403221130e-03,3.598458599299192429e-03,1.175474171759560704e-04,5.999667919240891933e-04,9.121486218646168709e-04,1.299014780670404434e-03,5.750619340687990189e-03,1.124369427561759949e-01,5.168623849749565125e-02,1.152418926358222961e-01,5.533867515623569489e-03,3.189269453287124634e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
