5.217408537864685059e-01,4.187362268567085266e-02,1.259638369083404541e-02,1.126115024089813232e-02,2.008270658552646637e-02,3.443041071295738220e-02,4.256154596805572510e-02,2.056652493774890900e-02,2.150225266814231873e-02,2.425917424261569977e-02,2.473137900233268738e-02,2.398082427680492401e-02,1.523524988442659378e-02,2.393166907131671906e-02,3.302313759922981262e-02,4.782721400260925293e-02,8.039590716361999512e-02
5.709587335586547852e-01,2.266193740069866180e-02,1.447136513888835907e-02,7.478496991097927094e-03,4.842350631952285767e-02,4.365365952253341675e-02,1.552389860153198242e-01,1.105770654976367950e-02,5.931961815804243088e-03,2.378811687231063843e-02,1.541021745651960373e-03,3.971964120864868164e-03,1.010949257761240005e-02,1.436622999608516693e-02,1.220000162720680237e-02,1.451473776251077652e-02,3.963208943605422974e-02
7.226460576057434082e-01,3.240652754902839661e-02,1.375102717429399490e-02,1.155719682574272156e-01,2.296474389731884003e-02,4.386192653328180313e-03,2.216403931379318237e-02,3.346087411046028137e-03,3.184508066624403000e-03,1.165336836129426956e-02,8.385500404983758926e-04,2.580457832664251328e-03,1.212409604340791702e-02,2.033381722867488861e-03,4.393997602164745331e-03,7.875962182879447937e-03,1.807901822030544281e-02
5.207486152648925781e-01,1.196602638810873032e-02,1.252070665359497070e-01,1.059968397021293640e-02,6.786921620368957520e-02,6.807069480419158936e-02,9.286752343177795410e-02,2.407351043075323105e-03,7.380315102636814117e-03,1.188693195581436157e-02,1.993641722947359085e-03,6.150669418275356293e-03,2.032231912016868591e-02,5.497938487678766251e-03,1.324739679694175720e-02,1.472853403538465500e-02,1.905605942010879517e-02
6.003893613815307617e-01,1.709455996751785278e-02,8.887144178152084351e-02,3.866192325949668884e-02,1.671115309000015259e-02,5.398191139101982117e-02,6.673707813024520874e-02,6.405035033822059631e-03,1.108401082456111908e-02,3.150650858879089355e-02,1.071036793291568756e-03,3.483707318082451820e-03,1.942266337573528290e-02,7.196847349405288696e-03,9.060374461114406586e-03,1.235098671168088913e-02,1.597139611840248108e-02
4.936346411705017090e-01,8.309588767588138580e-03,1.575115020386874676e-03,4.884534515440464020e-03,1.303198039531707764e-01,7.078935205936431885e-02,1.660493910312652588e-01,9.874636307358741760e-03,1.407228782773017883e-02,1.532500144094228745e-02,8.190254680812358856e-03,2.986034192144870758e-02,7.533291354775428772e-03,8.986274711787700653e-03,1.809819974005222321e-02,6.644151639193296432e-03,5.853178910911083221e-03
2.751906514167785645e-01,7.650801539421081543e-02,2.206189092248678207e-03,4.650137387216091156e-03,3.934194892644882202e-02,1.405994892120361328e-01,4.061862081289291382e-02,3.533342108130455017e-02,1.448119617998600006e-02,9.308350831270217896e-02,6.659013219177722931e-03,6.807610392570495605e-03,1.525653339922428131e-02,7.600009441375732422e-02,1.031450629234313965e-01,3.471719473600387573e-02,3.540130704641342163e-02
7.001262903213500977e-01,7.909956388175487518e-03,4.193012602627277374e-03,1.560034463182091713e-03,1.821041340008378029e-03,5.408927798271179199e-03,1.611611805856227875e-02,4.651684314012527466e-03,9.019201993942260742e-02,4.124979674816131592e-02,6.141360383480787277e-03,1.396376639604568481e-02,8.399450220167636871e-03,2.030942589044570923e-02,1.871689967811107635e-02,2.321468107402324677e-02,3.602555394172668457e-02
4.738785624504089355e-01,6.949264556169509888e-03,6.840613204985857010e-03,4.318835679441690445e-03,6.172204855829477310e-03,1.777960546314716339e-02,1.750930026173591614e-02,1.320916414260864258e-01,2.993664145469665527e-02,1.223268583416938782e-01,1.778359338641166687e-02,1.998957246541976929e-02,2.070852182805538177e-02,4.635059088468551636e-02,3.945960476994514465e-02,1.235148776322603226e-02,2.555307000875473022e-02
2.466082572937011719e-01,1.102036610245704651e-02,2.740735653787851334e-03,3.932642284780740738e-03,4.891072865575551987e-03,2.038368023931980133e-02,5.840852484107017517e-02,1.342239230871200562e-01,1.416097879409790039e-01,1.770980283617973328e-02,2.349778637290000916e-02,2.827846631407737732e-02,6.292944401502609253e-02,1.368598937988281250e-01,6.315734982490539551e-02,1.811865530908107758e-02,2.562959305942058563e-02
