<s>	16.488295
본인	0.264388
스스⋄	0.741548
로가	0.512975
원⋄	0.256469
하는지	0.535233
아닌⋄	0.451065
지	0.493147
모르는	0.647472
상황에서	0.934239
원⋄	0.117849
치	0.059076
않는	0.082980
정보를	0.322702
오픈⋄	0.051547
하는	0.025898
건	0.020959
프라이⋄	0.139756
버⋄	0.174684
시	0.362388
침⋄	0.630397
해가	0.587530
될	0.420032
것	0.601479
같다	0.353085
.	0.360809
</s>	0.363998
